iterations,size,exec_time_ms,nThreads
60,7500,165.0,1
5,7500,2949.0,1
80,1000,364.0,1
80,7500,485.0,1
100,1000,258.0,1
100,7500,4070.0,1
60,1000,2950.0,1
100,1000,2280.0,1
100,1000,434.0,1
20,12500,1097.0,1
100,1000,1459.0,1
50,12500,929.0,1
50,4000,3272.0,1
80,4000,3327.0,1
70,12500,465.0,1
60,12500,2525.0,1
70,7500,485.0,1
10,12500,2715.0,1
80,7500,586.0,1
50,12500,2820.0,1
