iterations,size,exec_time_ms,nThreads
100,1000,467.0,1
5,4000,92.0,1
100,1000,434.0,1
10,1000,47.0,1
100,1000,465.0,1
100,7500,3272.0,1
20,7500,751.0,1
60,1000,258.0,1
70,4000,1298.0,1
5,7500,165.0,1
60,12500,3327.0,1
70,7500,2525.0,1
70,12500,4070.0,1
60,7500,2280.0,1
100,1000,485.0,1
50,4000,929.0,1
80,1000,364.0,1
80,4000,1459.0,1
20,12500,1097.0,1
80,7500,2992.0,1
20,12500,1105.0,1
10,12500,586.0,1
50,12500,2820.0,1
50,12500,2715.0,1
80,7500,2949.0,1
100,1000,485.0,1
80,7500,2950.0,1
