GFlops(7),disk speed(8),GPU number(9),batch size(13),Real Iterations Number(15),CPU threads(19),overall execution time(31)
5591,384,3,128,4,4,221.935332775116
5591,431,2,2,128,4,507.85794210434
5591,384,3,256,4,4,395.311683893204
5591,431,2,2,128,4,508.54966211319
5591,384,3,256,4,4,400.839682340622
5591,431,2,4,64,4,303.680708646774
5591,384,3,2,168,4,264.958633422852
5591,431,2,4,64,4,304.004866361618
5591,384,3,2,168,4,278.321301937103
5591,431,2,8,32,4,202.699605226517
5591,384,3,4,168,4,264.895215272903
5591,431,2,8,32,4,199.082458972931
5591,384,3,4,168,4,269.220570802689
5591,431,2,16,16,4,183.645157575607
5591,431,2,16,16,4,195.677122592926
5591,384,3,8,56,4,229.847240447998
5591,384,3,8,56,4,235.952034950256
5591,431,2,32,8,4,217.201634883881
5591,431,2,32,8,4,204.632822751999
5591,384,3,16,32,4,211.95756483078
5591,384,3,16,32,4,211.634161233902
5591,431,2,64,4,4,201.141549348831
5591,431,2,64,4,4,200.975842952728
5591,384,3,32,16,4,239.036521673202
5591,384,3,32,16,4,241.602208852768
5591,384,3,64,8,4,243.950709819794
5591,384,3,64,8,4,222.950090169907
5591,384,3,128,8,4,395.247128725052
5591,431,2,2,256,4,991.127383232117
5591,384,3,128,8,4,410.82857465744
5591,431,2,2,256,4,993.015794038773
5591,384,3,256,8,4,758.000161647797
5591,384,3,256,8,4,754.683877706528
5591,431,2,4,128,4,583.049209594727
5591,384,3,2,84,4,361.579087018967
5591,431,2,4,128,4,583.267989873886
5591,384,3,2,84,4,361.73485827446
5591,431,2,8,64,4,369.433828830719
5591,384,3,4,84,4,361.50848197937
5591,431,2,8,64,4,380.556611061096
5591,384,3,4,84,4,362.57168841362
5591,384,3,8,28,4,183.951830148697
5591,431,2,16,32,4,337.214079380035
5591,384,3,8,28,4,184.022573947907
5591,431,2,16,32,4,337.912454366684
5591,384,3,16,16,4,152.645552873611
5591,384,3,16,16,4,154.575413227081
5591,384,3,32,8,4,176.71805024147
5591,431,2,32,16,4,348.915726423264
5591,384,3,32,8,4,176.973176002502
5591,431,2,32,16,4,361.875569343567
5591,384,3,64,4,4,170.486511468887
5591,384,3,64,4,4,170.57423377037
5591,384,3,128,4,4,279.779099702835
5591,431,2,64,8,4,349.891416788101
5591,384,3,128,4,4,276.646357536316
5591,431,2,64,8,4,345.848906040192
5591,384,3,2,168,4,689.507024049759
5591,431,2,2,128,4,507.859881162643
5591,384,3,2,168,4,694.411974191666
5591,431,2,2,128,4,506.583501577377
5591,431,2,4,64,4,303.20424413681
5591,431,2,4,64,4,302.651305675507
5591,384,3,4,168,4,690.429753541946
5591,431,2,8,32,4,201.698412418365
5591,431,2,8,32,4,201.891042470932
5591,384,3,4,168,4,687.798349142075
5591,431,2,16,16,4,186.216624975204
5591,431,2,16,16,4,186.013787746429
5591,431,2,32,8,4,196.127506017685
5591,384,3,8,56,4,320.176101207733
5591,431,2,32,8,4,202.929545164108
5591,384,3,8,56,4,319.090965986252
5591,431,2,64,4,4,199.09897518158
5591,431,2,64,4,4,200.14493227005
5591,384,3,16,32,4,251.760867357254
5591,384,3,16,32,4,250.390407800674
5591,384,3,32,16,4,296.26164150238
5591,384,3,32,16,4,299.537469148636
5591,384,3,64,8,4,269.253033161163
5591,384,3,64,8,4,276.746252775192
5591,431,2,2,256,4,991.604076862335
5591,384,3,128,8,4,472.640290975571
5591,431,2,2,256,4,990.736822605133
5591,384,3,128,8,4,469.450647592545
5591,431,2,4,128,4,583.548364639282
5591,384,3,2,84,4,362.698536634445
5591,384,3,2,84,4,361.20304107666
5591,431,2,4,128,4,582.271249294281
5591,384,3,4,84,4,361.792543411255
5591,384,3,4,84,4,361.304686307907
5591,431,2,8,64,4,378.716583251953
5591,431,2,8,64,4,376.91641163826
5591,384,3,8,28,4,183.814985513687
5591,384,3,8,28,4,187.569250822067
5591,384,3,16,16,4,153.524873733521
5591,431,2,16,32,4,337.809054613113
5591,384,3,16,16,4,154.516218900681
5591,431,2,16,32,4,330.188136577606
5591,384,3,32,8,4,181.581113576889
5591,384,3,32,8,4,177.634385108948
5591,384,3,64,4,4,169.754955053329
5591,431,2,32,16,4,371.353953123093
5591,384,3,64,4,4,171.354557991028
5591,431,2,32,16,4,362.971346855164
5591,384,3,128,4,4,271.87045788765
5591,384,3,128,4,4,267.965631723404
5591,431,2,64,8,4,348.85768032074
5591,431,2,64,8,4,332.363080978394
5591,384,3,2,168,4,692.146449565887
5591,384,3,2,168,4,693.914346456528
5591,384,3,4,168,4,691.547731876373
5591,384,3,4,168,4,694.592155456543
5591,384,3,8,56,4,317.173759222031
5591,384,3,8,56,4,317.842584371567
5591,384,3,16,32,4,249.559863090515
5591,384,3,16,32,4,253.541964769363
5591,384,3,32,16,4,303.331695795059
5591,384,3,32,16,4,310.796390295029
5591,384,3,64,8,4,268.076854228973
5591,384,3,64,8,4,270.589883804321
5591,384,3,128,8,4,462.60987496376
5591,384,3,128,8,4,463.348204612732
5591,384,4,2,64,4,152.125829935074
5591,384,4,2,64,4,144.595479249954
5591,384,4,4,64,4,144.218221664429
5591,384,4,4,64,4,143.673691272736
5591,384,4,8,32,4,138.436676502228
5591,384,4,8,32,4,133.760347366333
5591,384,4,16,16,4,130.782253265381
5591,384,4,16,16,4,136.88512134552
5591,384,4,32,8,4,131.615133523941
5591,384,4,32,8,4,129.807605266571
5591,384,4,64,4,4,135.184215545654
5591,384,4,64,4,4,132.746792316437
5591,384,4,128,4,4,194.709456205368
5591,384,4,128,4,4,193.7884516716
5591,384,4,256,4,4,315.959738492966
5591,384,4,256,4,4,322.31827044487
5591,384,4,2,128,4,244.026525735855
5591,384,4,2,128,4,254.631586074829
5591,384,4,4,128,4,240.95129275322
5591,384,4,4,128,4,244.350062608719
5591,384,4,8,64,4,222.460010766983
5591,384,4,8,64,4,213.255762338638
5591,384,4,16,32,4,202.541002511978
5591,384,4,16,32,4,202.68301486969
5591,384,4,32,16,4,197.866697788239
5591,384,4,32,16,4,207.280822277069
5591,384,4,64,8,4,203.000540971756
5591,384,4,64,8,4,209.570720434189
5591,384,4,128,8,4,339.01461982727
5591,384,4,128,8,4,348.267393350601
5591,384,4,256,8,4,584.861532926559
5591,384,4,256,8,4,591.807799577713
5591,384,4,2,64,4,317.838268995285
5591,384,4,2,64,4,314.499026298523
5591,384,4,4,64,4,312.821680784225
5591,384,4,4,64,4,317.571028709412
5591,384,4,8,32,4,208.541336297989
5591,384,4,8,32,4,209.114410161972
5591,384,4,16,16,4,167.482908725739
5591,384,4,16,16,4,165.381025791168
5591,384,4,32,8,4,152.988365888596
5591,384,4,32,8,4,154.518384695053
5591,384,4,64,4,4,166.150462388992
5591,384,4,64,4,4,171.158163785934
5591,384,4,128,4,4,237.847901821136
5591,384,4,128,4,4,241.642039775848
5591,384,4,2,128,4,579.82757973671
5591,384,4,2,128,4,581.560346126556
5591,384,4,4,128,4,579.557192564011
5591,384,4,4,128,4,578.86804485321
5591,384,4,8,64,4,361.253786087036
5591,384,4,8,64,4,361.347452163696
5591,384,4,16,32,4,264.712078094482
5591,384,4,16,32,4,262.934588670731
5591,384,4,32,16,4,250.778911828995
5591,384,4,32,16,4,236.553036689758
5591,384,4,64,8,4,260.789078235626
5591,384,4,64,8,4,248.802978754044
5591,384,4,128,8,4,401.559356689453
5591,384,4,128,8,4,393.70573592186
5591,384,4,2,64,4,313.479609251022
5591,384,4,2,64,4,325.126327991486
5591,384,4,4,64,4,312.946249723434
5591,384,4,4,64,4,313.183018684387
5591,384,4,8,32,4,210.609811782837
5591,384,4,8,32,4,213.009297370911
5591,384,4,16,16,4,166.432356119156
5591,384,4,16,16,4,165.197949171066
5591,384,4,32,8,4,157.692120790482
5591,384,4,32,8,4,157.045804977417
5591,384,4,64,4,4,168.401743173599
5591,384,4,64,4,4,165.897045612335
5591,384,4,128,4,4,239.274626255035
5591,384,4,128,4,4,238.768966674805
5591,384,4,2,128,4,578.884055137634
5591,384,4,2,128,4,580.20285654068
5591,384,4,4,128,4,581.216987609863
5591,384,4,4,128,4,583.0614631176
5591,384,4,8,64,4,360.827013254166
5591,384,4,8,64,4,364.51327252388
5591,384,4,16,32,4,264.767454862595
5591,384,4,16,32,4,270.620858669281
5591,384,4,32,16,4,234.993893146515
5591,384,4,32,16,4,237.095798254013
5591,384,4,64,8,4,253.894639253616
5591,384,4,64,8,4,250.204008579254
5591,384,4,128,8,4,380.507802963257
5591,384,4,128,8,4,389.151303768158
7365,431,1,2,128,4,290.004628181457
7365,431,1,2,128,4,288.435373783112
7365,431,1,4,64,4,269.978940963745
7365,431,1,4,64,4,267.957081794739
7365,431,1,8,32,4,250.533061027527
7365,431,1,8,32,4,259.975787401199
7365,431,1,16,16,4,257.556807518005
7365,431,1,16,16,4,254.518697500229
7365,431,1,32,8,4,259.981291294098
7365,431,1,32,8,4,249.913714408874
7365,431,1,64,4,4,249.056532621384
7365,431,1,64,4,4,245.031931877136
7365,431,1,2,256,4,560.266533374786
7365,431,1,2,256,4,561.7647793293
7365,431,1,4,128,4,531.689768791199
7365,431,1,4,128,4,509.222510814667
7365,431,1,8,64,4,498.899326324463
7365,431,1,8,64,4,489.322523117065
7365,431,1,16,32,4,482.804384946823
7365,431,1,16,32,4,500.658886432648
7365,431,1,32,16,4,485.224736690521
7365,431,1,32,16,4,511.352350234985
7365,431,1,64,8,4,487.783465862274
7365,431,1,64,8,4,497.300215959549
7365,431,1,2,128,4,505.854392766953
7365,431,1,2,128,4,504.366094112396
7365,431,1,4,64,4,305.21657538414
7365,431,1,4,64,4,305.190501928329
7365,431,1,8,32,4,300.756446838379
7365,431,1,8,32,4,302.144322395325
7365,431,1,16,16,4,276.649098157883
7365,431,1,16,16,4,275.759014844894
7365,431,2,2,128,4,189.701464176178
7365,431,2,2,128,4,182.300712585449
7365,431,1,32,8,4,279.183345556259
7365,431,2,4,64,4,161.512759685516
7365,431,1,32,8,4,284.299466609955
7365,431,2,4,64,4,162.398276567459
7365,431,2,8,32,4,155.38850903511
7365,431,2,8,32,4,151.842084646225
7365,431,2,16,16,4,150.869569063187
7365,431,2,16,16,4,156.773929834366
7365,431,2,32,8,4,148.835949897766
7365,431,2,32,8,4,152.875700950623
7365,431,2,64,4,4,147.073313951492
7365,431,2,64,4,4,149.549375534058
7365,431,2,128,4,4,267.370261192322
7365,431,1,2,256,4,994.933646440506
7365,431,2,128,4,4,289.824133634567
7365,431,1,2,256,4,995.163805484772
7365,431,2,2,256,4,357.167805194855
7365,431,2,2,256,4,352.606544971466
7365,431,2,4,128,4,306.502505064011
7365,431,2,4,128,4,323.691245555878
7365,431,1,4,128,4,608.020799875259
7365,431,2,8,64,4,285.935106277466
7365,431,1,4,128,4,606.928765535355
7365,431,2,8,64,4,284.874359369278
7365,431,2,16,32,4,290.487838029861
7365,431,2,16,32,4,293.936733722687
7365,431,1,8,64,4,599.072911739349
7365,431,2,32,16,4,284.069128274918
7365,431,1,8,64,4,621.484186887741
7365,431,2,32,16,4,287.971667766571
7365,431,2,64,8,4,289.669743776321
7365,431,2,64,8,4,287.291243076324
7365,431,1,16,32,4,545.48804807663
7365,431,1,16,32,4,542.49983549118
7365,431,2,128,8,4,533.856997966766
7365,431,2,128,8,4,521.720125675201
7365,431,1,32,16,4,543.003348350525
7365,431,1,32,16,4,541.487861394882
7365,431,2,2,128,4,518.269897699356
7365,431,2,2,128,4,518.833289146423
7365,431,2,4,64,4,281.33437371254
7365,431,2,4,64,4,281.172714948654
7365,431,1,2,128,4,504.341006755829
7365,431,2,8,32,4,189.632430553436
7365,431,2,8,32,4,188.48180270195
7365,431,1,2,128,4,504.45991563797
7365,431,2,16,16,4,187.074343681335
7365,431,2,16,16,4,188.644763231277
7365,431,1,4,64,4,310.738995552063
7365,431,2,32,8,4,176.056257247925
7365,431,2,32,8,4,174.013305187225
7365,431,1,4,64,4,305.171675443649
7365,431,2,64,4,4,185.049800395966
7365,431,2,64,4,4,176.551033496857
7365,431,1,8,32,4,308.150882959366
7365,431,1,8,32,4,300.826015472412
7365,431,1,16,16,4,283.141196012497
7365,431,1,16,16,4,271.808087825775
7365,431,1,32,8,4,276.615056276321
7365,431,1,32,8,4,279.729614973068
7365,431,2,2,256,4,1019.99750089645
7365,431,2,2,256,4,1020.76778864861
7365,431,1,2,256,4,995.49915766716
7365,431,2,4,128,4,543.977926492691
7365,431,2,4,128,4,544.014127254486
7365,431,1,2,256,4,995.913444757462
7365,431,2,8,64,4,360.706178188324
7365,431,2,8,64,4,354.776110649109
7365,431,2,16,32,4,342.834942102432
7365,431,1,4,128,4,629.161444664002
7365,431,2,16,32,4,353.73636841774
7365,431,1,4,128,4,608.524053096771
7365,431,2,32,16,4,334.88038778305
7365,431,2,32,16,4,320.261201620102
7365,431,1,8,64,4,586.943204641342
7365,431,2,64,8,4,308.704040765762
7365,431,2,64,8,4,306.290076255798
7365,431,1,8,64,4,589.051124572754
7365,431,1,16,32,4,539.951891899109
7365,431,2,2,128,4,518.460654497147
7365,431,1,16,32,4,532.473974704742
7365,431,2,2,128,4,518.822118997574
7365,431,1,32,16,4,522.071145772934
7365,431,2,4,64,4,280.784355401993
7365,431,2,4,64,4,281.046128749847
7365,431,1,32,16,4,519.984159469604
7365,431,2,8,32,4,189.648375272751
7365,431,2,8,32,4,187.507905960083
7365,431,2,16,16,4,186.080338478088
7365,431,2,16,16,4,189.02092051506
7365,431,2,32,8,4,174.543418645859
7365,431,2,32,8,4,182.557549953461
7365,431,2,64,4,4,176.216612815857
7365,431,2,64,4,4,179.994239091873
7365,431,2,2,256,4,1022.48574900627
7365,431,2,2,256,4,1019.97198033333
7365,431,2,4,128,4,544.066821813583
7365,431,2,4,128,4,543.989786148071
7365,431,2,8,64,4,349.31271982193
7365,431,2,8,64,4,352.270985603332
7365,431,2,16,32,4,340.245906591415
7365,431,2,16,32,4,351.68833398819
7365,431,2,32,16,4,321.828147888184
7365,431,2,32,16,4,312.389937400818
7365,431,2,64,8,4,313.20963382721
7365,431,2,64,8,4,313.757249355316
7365,384,3,2,84,4,143.491397619247
7365,384,3,2,84,4,139.631379842758
7365,384,3,4,84,4,138.971315860748
7365,384,3,4,84,4,136.363084077835
7365,384,3,8,28,4,123.863099813461
7365,384,3,8,28,4,120.100522041321
7365,384,3,16,16,4,114.936878442764
7365,384,3,16,16,4,112.284741640091
7365,384,3,32,8,4,131.269987106323
7365,384,3,32,8,4,127.08002281189
7365,384,3,64,4,4,118.37634396553
7365,384,3,64,4,4,119.864877223969
7365,384,3,128,4,4,207.949867010117
7365,384,3,128,4,4,206.208666801453
7365,384,3,256,4,4,359.969205617905
7365,384,3,256,4,4,362.248130559921
7365,384,3,2,168,4,257.234928607941
7365,384,3,2,168,4,255.381054639816
7365,384,3,4,168,4,252.275430679321
7365,384,3,4,168,4,263.715353727341
7365,384,3,8,56,4,214.078909635544
7365,384,3,8,56,4,210.59860420227
7365,384,3,16,32,4,201.198129653931
7365,384,3,16,32,4,190.574440479279
7365,384,3,32,16,4,216.217439889908
7365,384,3,32,16,4,225.335925102234
7365,384,3,64,8,4,201.180799007416
7365,384,3,64,8,4,203.698048591614
7365,384,3,128,8,4,377.42147397995
7365,384,3,128,8,4,373.884912014008
7365,384,3,256,8,4,703.766325950623
7365,431,4,2,64,4,127.569535970688
7365,431,4,2,64,4,126.633061170578
7365,431,4,4,64,4,127.87397646904
7365,384,3,256,8,4,725.336661100388
7365,431,4,4,64,4,132.712812662125
7365,431,4,8,32,4,115.54921913147
7365,431,4,8,32,4,118.364513874054
7365,431,4,16,16,4,111.126677751541
7365,431,4,16,16,4,112.180936574936
7365,431,4,32,8,4,115.588204622269
7365,384,3,2,84,4,363.42081952095
7365,431,4,32,8,4,112.605283260345
7365,431,4,64,4,4,110.384867668152
7365,384,3,2,84,4,364.034512996674
7365,431,4,64,4,4,108.907051086426
7365,431,4,128,4,4,176.267579555511
7365,431,4,128,4,4,172.28438949585
7365,384,3,4,84,4,364.391242980957
7365,431,4,256,4,4,303.396837472916
7365,384,3,4,84,4,364.468207120895
7365,431,4,256,4,4,304.510440587997
7365,384,3,8,28,4,163.556543827057
7365,384,3,8,28,4,164.267352581024
7365,431,4,2,128,4,224.992225170135
7365,431,4,2,128,4,228.969079017639
7365,384,3,16,16,4,135.705208063126
7365,384,3,16,16,4,139.20334649086
7365,431,4,4,128,4,237.816277503967
7365,384,3,32,8,4,147.022752046585
7365,384,3,32,8,4,147.320454835892
7365,431,4,4,128,4,230.242718696594
7365,384,3,64,4,4,147.374886035919
7365,384,3,64,4,4,147.754406690598
7365,431,4,8,64,4,201.520520448685
7365,431,4,8,64,4,193.824554920197
7365,431,4,16,32,4,183.257122516632
7365,431,4,16,32,4,186.225506544113
7365,431,4,32,16,4,185.568968296051
7365,431,4,32,16,4,185.60720872879
7365,431,4,64,8,4,185.470169067383
7365,384,3,2,168,4,705.084991931915
7365,431,4,64,8,4,187.898329734802
7365,431,4,128,8,4,317.095043182373
7365,384,3,2,168,4,705.582588434219
7365,431,4,128,8,4,306.35044670105
7365,431,4,256,8,4,591.772780179977
7365,384,3,4,168,4,704.690776824951
7365,431,4,256,8,4,562.59348154068
7365,384,3,4,168,4,704.970948934555
7365,431,4,2,64,4,307.607720136642
7365,431,4,2,64,4,304.934653997421
7365,384,3,8,56,4,294.107323884964
7365,384,3,8,56,4,293.436939239502
7365,431,4,4,64,4,305.55752325058
7365,431,4,4,64,4,306.036631822586
7365,384,3,16,32,4,232.377167701721
7365,384,3,16,32,4,237.773010015488
7365,431,4,8,32,4,185.508799791336
7365,431,4,8,32,4,185.675473451614
7365,384,3,32,16,4,257.050274372101
7365,431,4,16,16,4,148.070290327072
7365,384,3,32,16,4,261.061690092087
7365,431,4,16,16,4,146.865478992462
7365,431,4,32,8,4,146.938438177109
7365,384,3,64,8,4,233.147958755493
7365,431,4,32,8,4,141.742640733719
7365,384,3,64,8,4,237.719924926758
7365,431,4,64,4,4,140.024258136749
7365,431,4,64,4,4,136.746413230896
7365,431,4,128,4,4,204.074685573578
7365,431,4,128,4,4,212.046103239059
7365,384,3,2,84,4,364.054807662964
7365,384,3,2,84,4,362.777082681656
7365,431,4,2,128,4,582.767673492432
7365,431,4,2,128,4,584.499248981476
7365,384,3,4,84,4,364.024746894836
7365,384,3,4,84,4,364.474848031998
7365,384,3,8,28,4,164.283128261566
7365,384,3,8,28,4,165.992261648178
7365,431,4,4,128,4,584.334785223007
7365,384,3,16,16,4,134.406071424484
7365,384,3,16,16,4,140.177998065949
7365,431,4,4,128,4,582.860739469528
7365,384,3,32,8,4,151.2513692379
7365,384,3,32,8,4,149.70965218544
7365,384,3,64,4,4,145.684890031815
7365,384,3,64,4,4,145.083310842514
7365,431,4,8,64,4,331.480929613113
7365,431,4,8,64,4,328.63410949707
7365,431,4,16,32,4,239.819925546646
7365,431,4,16,32,4,245.184497594833
7365,384,3,2,168,4,707.303816318512
7365,431,4,32,16,4,234.203691482544
