GFlops(7),disk speed(8),GPU number(9),batch size(13),Real Iterations Number(15),CPU threads(19),overall execution time(31)
5591,384,2,32,4045,4,1857.43989372253
5591,384,1,32,4045,2,2885.34852313995
5591,384,2,32,4045,8,1852.19759583473
5591,384,1,32,4045,2,2900.69413256645
5591,384,2,32,4045,8,1860.89284467697
5591,384,2,32,4045,12,1855.93782258034
5591,384,1,32,4045,4,2880.66329431534
5591,384,2,32,4045,12,1862.00960969925
5591,384,1,32,4045,4,2911.00119543076
5591,384,2,32,4045,16,1850.07378149033
5591,384,2,32,4045,16,1878.63309931755
5591,384,1,32,4045,6,2878.98565649986
5591,384,2,16,8089,2,2482.89937376976
5591,384,1,32,4045,6,2886.80663967133
5591,384,2,16,8089,2,2460.01963043213
5591,384,1,32,4045,8,2882.57804465294
5591,384,2,16,8089,4,2428.51645731926
5591,384,1,32,4045,8,2881.20423078537
5591,384,2,16,8089,4,2435.78071856499
5591,384,2,16,8089,8,2419.51393079758
5591,384,1,16,8089,2,3125.87200474739
5591,384,2,16,8089,8,2407.45840024948
5591,384,1,16,8089,2,3126.55297923088
5591,384,2,16,8089,12,2434.92847061157
5591,384,2,16,8089,12,2464.88215136528
5591,384,1,16,8089,4,3131.10959744453
5591,384,1,16,8089,4,3115.40826249123
5591,384,2,16,8089,16,2415.76904773712
5591,420,4,64,2023,2,1350.52380514145
5591,384,2,16,8089,16,2411.28100037575
5591,420,4,64,2023,2,1355.4466714859
5591,384,1,16,8089,6,3130.500633955
5591,420,4,64,2023,4,1166.52422738075
5591,420,4,64,2023,4,1171.50943613052
5591,384,1,16,8089,6,3122.7563624382
5591,384,2,8,16176,2,3122.85651063919
5591,420,4,64,2023,8,1182.87362504005
5591,420,4,64,2023,8,1157.99410128593
5591,384,2,8,16176,2,3112.56158614159
5591,420,4,64,2023,16,1161.27444028854
5591,384,1,16,8089,8,3117.57678604126
5591,420,4,64,2023,16,1176.18380737305
5591,420,4,64,2023,24,1155.6369869709
5591,384,1,16,8089,8,3121.58265280724
5591,384,2,8,16176,4,3095.74007511139
5591,420,4,64,2023,24,1156.41207766533
5591,420,4,64,2023,32,1158.70435905457
5591,384,2,8,16176,4,3104.29525589943
5591,420,4,64,2023,32,1166.40001106262
5591,420,4,32,4045,2,1526.96388459206
5591,384,1,8,16176,2,3870.00186109543
5591,420,4,32,4045,2,1521.28505110741
5591,384,2,8,16176,8,3099.04875588417
5591,384,1,8,16176,2,3566.59475231171
5591,420,4,32,4045,4,1487.37792778015
5591,420,4,32,4045,4,1474.40983748436
5591,384,2,8,16176,8,3095.35797715187
5591,420,4,32,4045,8,1499.41073107719
5591,420,4,32,4045,8,1498.80967617035
5591,384,1,8,16176,4,3867.22130489349
5591,384,2,8,16176,12,3120.8720805645
5591,420,4,32,4045,16,1499.70202326775
5591,420,4,32,4045,16,1452.52560353279
5591,384,2,8,16176,12,3103.19954609871
5591,384,1,8,16176,4,3843.95602083206
5591,420,4,32,4045,24,1479.96112942696
5591,420,4,32,4045,24,1498.32644367218
5591,384,2,8,16176,16,3124.15088391304
5591,420,4,32,4045,32,1498.60337710381
5591,384,1,8,16176,6,3869.5043926239
5591,420,4,32,4045,32,1468.7342569828
5591,384,2,8,16176,16,3137.05685782433
5591,384,1,8,16176,6,3865.1148018837
5591,420,4,16,8089,2,2039.40318417549
5591,420,4,16,8089,2,2053.83658790588
5591,420,4,16,8089,4,2005.97765874863
5591,384,1,8,16176,8,3865.55730438232
5591,420,4,16,8089,4,2003.78256201744
5591,384,1,8,16176,8,3869.71506857872
5591,420,4,16,8089,8,1995.76389694214
5591,420,4,16,8089,8,2004.06546711922
5591,420,4,16,8089,16,2002.15233159065
5591,420,4,16,8089,16,2001.65508008003
5591,420,4,16,8089,24,2036.72872567177
5591,420,4,16,8089,24,2009.21132445335
5591,420,4,8,16176,32,3012.19572019577
5591,420,4,8,16176,32,3048.59968733788
5591,420,4,8,16176,2,3083.0907740593
5591,420,4,8,16176,2,3162.97492194176
5591,420,4,8,16176,4,3030.14219498634
5591,420,4,8,16176,4,3072.96928715706
5591,420,4,8,16176,8,3084.57628488541
5591,420,4,8,16176,8,3164.7264714241
5591,420,4,8,16176,16,3059.31379747391
5591,420,4,8,16176,16,3026.24893498421
5591,420,4,8,16176,24,3052.28476262093
5591,420,4,8,16176,24,3050.50528049469
5591,420,4,8,16176,32,3025.89401698112
5591,420,4,8,16176,32,3039.57403564453
11339,270,8,64,2023,2,901.983110904694
11339,270,8,64,2023,4,515.063991546631
11339,270,8,64,2023,8,479.804537534714
11339,270,8,32,4045,2,975.051429748535
11339,270,8,32,4045,4,959.536845684052
11339,270,8,32,4045,8,919.333501577377
11339,270,8,16,8089,2,1813.89649176598
11339,270,8,16,8089,4,1825.78570628166
11339,270,8,16,8089,8,1837.987657547
11339,270,8,8,16176,2,3603.82099246979
11339,270,8,8,16176,4,3688.49036741257
11339,270,8,8,16176,8,3684.47831940651
11339,270,4,64,2023,2,894.106058359146
11339,270,4,64,2023,4,481.391453742981
11339,270,4,64,2023,8,331.200003862381
11339,270,4,32,4045,2,921.745808362961
11339,270,4,32,4045,4,546.413379907608
11339,270,4,32,4045,8,531.733741521835
11339,270,4,16,8089,2,1059.56747889519
11339,270,4,16,8089,4,1032.77935814857
11339,270,4,16,8089,8,1043.6243019104
11339,270,4,8,16176,2,2092.46701526642
11339,270,4,8,16176,4,2036.96293640137
11339,270,4,8,16176,8,2047.28745532036
11339,270,2,64,2023,2,870.67322063446
11339,270,2,64,2023,4,469.314615726471
11339,270,2,64,2023,8,446.520126819611
11339,270,2,32,4045,2,871.45952796936
11339,270,2,32,4045,4,538.23079252243
11339,270,2,32,4045,8,543.231348276138
11339,270,2,16,8089,2,880.380138158798
11339,270,2,16,8089,4,747.94895362854
11339,270,2,16,8089,8,741.417458057404
11339,270,2,8,16176,2,1425.51429963112
11339,270,2,8,16176,4,1344.57479190826
11339,270,2,8,16176,8,1369.80693912506
11339,270,1,64,2023,2,812.869895219803
11339,270,1,64,2023,4,699.297728538513
11339,270,1,64,2023,8,690.616933345795
11339,270,1,32,4045,2,820.257928133011
11339,270,1,32,4045,4,737.904819965363
11339,270,1,32,4045,8,724.716171741486
11339,270,1,16,8089,2,887.243516921997
11339,270,1,16,8089,4,848.37416934967
11339,270,1,16,8089,8,837.629776239395
11339,270,1,8,16176,2,1114.26304864883
11339,270,1,8,16176,4,1070.80102944374
11339,270,1,8,16176,8,1059.75559186935
5591,384,3,64,2023,2,1278.01513004303
5591,384,3,64,2023,2,1279.42067217827
5591,384,3,64,2023,4,1265.05064630508
5591,384,3,64,2023,4,1268.10755348206
5591,384,3,64,2023,8,1264.09587287903
5591,384,3,64,2023,8,1263.66458272934
5591,384,3,64,2023,12,1262.53265738487
5591,384,3,64,2023,12,1261.25455784798
5591,384,3,64,2023,16,1264.44635462761
5591,384,3,64,2023,16,1258.82090687752
5591,384,3,32,4045,2,1545.94878983498
5591,384,3,32,4045,2,1535.7720553875
5591,384,3,32,4045,4,1525.38141465187
5591,384,3,32,4045,4,1521.56509852409
5591,384,3,32,4045,8,1523.3301718235
5591,384,3,32,4045,8,1518.42160797119
5591,384,3,32,4045,12,1525.20575237274
5591,384,3,32,4045,12,1535.58430361748
5591,384,3,32,4045,16,1523.5064394474
5591,384,3,32,4045,16,1521.91197896004
5591,384,3,16,8089,2,2018.59675979614
5591,384,3,16,8089,2,2017.52657818794
5591,384,3,16,8089,4,2011.49530315399
5591,384,3,16,8089,4,2013.52358293533
5591,384,3,16,8089,8,2029.15860366821
5591,384,3,16,8089,8,2020.17874670029
5591,384,3,16,8089,12,2018.34626531601
5591,384,3,16,8089,12,2020.0919239521
5591,384,3,16,8089,16,2019.68804526329
5591,384,3,16,8089,16,2021.03221821785
5591,384,3,8,16176,2,2946.38139653206
5591,384,3,8,16176,2,2945.21537995338
5591,384,3,8,16176,4,2944.34052419662
5591,384,3,8,16176,4,2952.66042876244
5591,384,3,8,16176,8,2946.01169919968
5591,384,3,8,16176,8,2945.49258828163
5591,384,3,8,16176,12,2951.12146139145
5591,384,3,8,16176,12,2969.0027487278
5591,384,3,8,16176,16,2948.78795194626
5591,384,3,8,16176,16,2944.61789679527
11339,270,4,64,2023,2,2944.87937998772
11339,270,4,64,2023,4,892.352071285248
11339,270,4,64,2023,8,698.068992376328
11339,270,4,32,4045,2,1416.93441009521
11339,270,4,32,4045,4,896.243884325028
11339,270,4,32,4045,8,849.025297880173
11339,270,4,16,8089,2,1346.12034392357
11339,270,4,16,8089,4,1251.96487855911
11339,270,4,16,8089,8,1244.7813642025
11339,270,4,8,16176,2,2283.32443380356
11339,270,4,8,16176,4,2276.50282502174
11339,270,4,8,16176,8,2320.39010548592
11339,270,2,64,2023,2,1249.09565043449
11339,270,2,64,2023,4,739.739357471466
11339,270,2,64,2023,8,691.052824735642
11339,270,2,32,4045,2,1188.74759507179
11339,270,2,32,4045,4,783.674711704254
11339,270,2,32,4045,8,771.779947280884
11339,270,2,16,8089,2,1275.86382317543
11339,270,2,16,8089,4,997.490647554398
11339,270,2,16,8089,8,968.572407960892
11339,270,2,8,16176,2,1597.50138449669
11339,270,2,8,16176,4,1547.3274307251
11339,270,2,8,16176,8,1495.40754961967
1195,445,1,8,16176,4,6467.96479177475
1195,445,1,4,32350,4,7677.27612400055
1195,445,2,8,16176,4,4334.82279443741
1195,445,2,4,32350,4,5851.71520137787
1195,445,2,16,202201,8,88889.5354931355
