GFlops(7),disk speed(8),GPU number(9),batch size(13),Real Iterations Number(15),CPU threads(19),overall execution time(31)
7365,384,2,16,48505,4,30395.2882184982
5591,384,2,128,2003,2,5801.65671944618
5591,384,2,128,2003,2,5807.29398941994
5591,384,2,128,2003,4,5806.16492033005
7365,384,2,16,48505,6,29956.4809453487
5591,384,2,128,2003,4,5816.61441588402
5591,384,2,128,2003,6,5825.6966753006
5591,384,2,128,2003,6,5780.35550236702
7365,384,2,16,48505,6,30128.0187597275
5591,384,2,128,2003,8,5800.27347707748
5591,384,2,128,2003,8,5814.14795064926
5591,384,2,64,4025,2,6673.00427484512
5591,384,2,64,4025,2,6691.30784583092
5591,384,2,64,4025,4,6658.47663617134
5591,384,2,64,4025,4,6666.34874343872
5591,384,2,64,4025,6,6665.93604874611
5591,384,2,64,4025,6,6668.96669030189
11339,270,2,128,2003,2,1904.56353402138
11339,270,2,128,2003,4,1900.85650920868
11339,270,2,64,4025,2,2453.79799962044
11339,270,2,64,4025,4,2441.50856256485
11339,270,2,32,8069,2,3551.53472924232
11339,270,2,32,8069,4,3668.06805992127
11339,270,2,16,16156,2,6518.34054064751
11339,270,2,16,16156,4,6382.50776481628
5591,431,2,128,2003,2,5492.60016560555
5591,431,2,128,2003,2,5519.90056276321
5591,431,2,128,2003,4,5482.61729979515
5591,431,2,128,2003,4,5490.90359830856
5591,431,2,128,2003,6,5509.11581993103
5591,431,2,128,2003,6,5517.03052544594
5591,431,2,128,2003,2,5501.72326493263
5591,431,2,128,2003,2,5501.79056787491
5591,431,2,128,2003,4,5533.58274030685
5591,431,2,128,2003,4,5510.04262709618
5591,431,2,128,2003,6,5509.60868883133
5591,431,2,128,2003,6,5494.99212741852
5591,431,2,128,2003,8,5402.60837340355
5591,431,2,128,2003,8,5297.5690882206
5591,431,2,64,4025,2,6201.68743276596
5591,431,2,64,4025,2,6232.55479764938
5591,431,2,64,4025,4,6413.21991491318
5591,431,2,64,4025,4,6326.71231245995
5591,431,2,64,4025,6,6260.88931465149
5591,431,2,64,4025,6,6262.10592007637
5591,431,2,64,4025,8,6338.32187318802
5591,431,2,64,4025,8,6318.927277565
5591,431,2,32,8069,2,8311.60256767273
5591,431,2,32,8069,2,8250.86284780502
5591,431,2,32,8069,4,8307.22318792343
5591,431,2,32,8069,4,8301.76062321663
5591,431,2,32,8069,6,8305.6188108921
5591,431,2,32,8069,6,8308.31527304649
5591,431,2,32,8069,8,8310.1489315033
5591,431,2,32,8069,8,8270.84364056587
5591,431,2,16,16156,2,13420.6278824806
5591,431,2,16,16156,2,13404.8660879135
5591,431,2,16,16156,4,13422.305901289
5591,431,2,16,16156,4,13417.1387550831
5591,431,2,16,16156,6,13439.7176816463
5591,431,2,16,16156,6,13464.253433466
5591,431,2,16,16156,8,13422.9668152332
5591,431,2,16,16156,8,13461.2704639435
