run,applicationCompletionTime,nTask_S0,maxTask_S0,avgTask_S0,SHmax_S0,SHavg_S0,Bmax_S0,Bavg_S0,nTask_S1,maxTask_S1,avgTask_S1,SHmax_S1,SHavg_S1,Bmax_S1,Bavg_S1,nTask_S10,maxTask_S10,avgTask_S10,SHmax_S10,SHavg_S10,Bmax_S10,Bavg_S10,nTask_S11,maxTask_S11,avgTask_S11,SHmax_S11,SHavg_S11,Bmax_S11,Bavg_S11,nTask_S12,maxTask_S12,avgTask_S12,SHmax_S12,SHavg_S12,Bmax_S12,Bavg_S12,nTask_S13,maxTask_S13,avgTask_S13,SHmax_S13,SHavg_S13,Bmax_S13,Bavg_S13,nTask_S14,maxTask_S14,avgTask_S14,SHmax_S14,SHavg_S14,Bmax_S14,Bavg_S14,nTask_S2,maxTask_S2,avgTask_S2,SHmax_S2,SHavg_S2,Bmax_S2,Bavg_S2,nTask_S3,maxTask_S3,avgTask_S3,SHmax_S3,SHavg_S3,Bmax_S3,Bavg_S3,nTask_S4,maxTask_S4,avgTask_S4,SHmax_S4,SHavg_S4,Bmax_S4,Bavg_S4,nTask_S5,maxTask_S5,avgTask_S5,SHmax_S5,SHavg_S5,Bmax_S5,Bavg_S5,nTask_S6,maxTask_S6,avgTask_S6,SHmax_S6,SHavg_S6,Bmax_S6,Bavg_S6,nTask_S7,maxTask_S7,avgTask_S7,SHmax_S7,SHavg_S7,Bmax_S7,Bavg_S7,nTask_S8,maxTask_S8,avgTask_S8,SHmax_S8,SHavg_S8,Bmax_S8,Bavg_S8,nTask_S9,maxTask_S9,avgTask_S9,SHmax_S9,SHavg_S9,Bmax_S9,Bavg_S9,users,dataSize,nContainers
application_1524838829941_0730,763544,1,1564,1564.0,0,0.0,0,0.0,219,10667,5717.821917808219,0,0.0,0,0.0,219,13380,316.5662100456621,299282,196552.22831050228,2242,2236.461187214612,219,104,2.6347031963470315,0,0.0,0,0.0,219,6960,319.7671232876712,320278,197696.4931506849,2242,2236.5981735159817,219,100,2.2648401826484017,0,0.0,0,0.0,219,6326,144.1552511415525,0,0.0,0,0.0,219,12858,6808.474885844748,0,0.0,0,0.0,219,13068,257.634703196347,0,0.0,0,0.0,219,19169,621.7214611872147,0,0.0,0,0.0,219,12790,698.0913242009133,0,0.0,0,0.0,219,12855,1060.7853881278536,0,0.0,0,0.0,219,12622,644.7762557077625,0,0.0,0,0.0,219,13058,536.6301369863013,3383109,346046.47945205483,708,707.4657534246576,219,182,12.963470319634705,0,0.0,0,0.0,1,15,12
application_1524838829941_0598,759468,1,1547,1547.0,0,0.0,0,0.0,219,9497,5745.438356164384,0,0.0,0,0.0,219,12650,309.8493150684931,2900341,209338.196347032,2242,2236.4657534246576,219,103,2.5753424657534247,0,0.0,0,0.0,219,6852,318.1598173515982,241476,200852.44292237447,2242,2236.5981735159817,219,102,2.3789954337899544,0,0.0,0,0.0,219,6634,143.10958904109592,0,0.0,0,0.0,219,13310,6828.671232876713,0,0.0,0,0.0,219,7205,229.50228310502285,0,0.0,0,0.0,219,19301,875.2054794520548,0,0.0,0,0.0,219,12882,663.4657534246576,0,0.0,0,0.0,219,13361,929.4840182648402,0,0.0,0,0.0,219,12549,570.6712328767122,0,0.0,0,0.0,219,13042,584.5525114155251,3391440,356212.4611872146,708,707.4657534246576,219,186,12.931506849315069,0,0.0,0,0.0,1,15,12
application_1524838829941_0732,761599,1,1739,1739.0,0,0.0,0,0.0,219,8915,5785.369863013699,0,0.0,0,0.0,219,12560,247.3835616438356,295222,192154.16438356164,2242,2236.4657534246576,219,115,2.698630136986301,0,0.0,0,0.0,219,12869,373.32876712328766,293264,198643.3150684932,2242,2236.570776255708,219,100,2.219178082191781,0,0.0,0,0.0,219,6667,202.21917808219175,0,0.0,0,0.0,219,13200,6779.812785388128,0,0.0,0,0.0,219,13610,258.93607305936075,0,0.0,0,0.0,219,19392,613.8904109589041,0,0.0,0,0.0,219,12979,698.6164383561644,0,0.0,0,0.0,219,13027,1041.9908675799086,0,0.0,0,0.0,219,12961,645.566210045662,0,0.0,0,0.0,219,13680,572.3972602739726,3345814,352434.7397260274,708,707.4657534246576,219,208,13.374429223744292,0,0.0,0,0.0,1,15,12
application_1524838829941_0728,756221,1,1712,1712.0,0,0.0,0,0.0,219,8492,5805.1598173515995,0,0.0,0,0.0,219,12672,250.02283105022832,277920,194696.26484018264,2242,2236.4657534246576,219,119,2.6666666666666665,0,0.0,0,0.0,219,12733,279.7671232876712,308325,197515.4885844749,2242,2236.570776255708,219,84,2.228310502283105,0,0.0,0,0.0,219,6495,229.16438356164383,0,0.0,0,0.0,219,13035,6726.273972602739,0,0.0,0,0.0,219,13117,411.63926940639266,0,0.0,0,0.0,219,19588,634.1324200913242,0,0.0,0,0.0,219,12692,663.3424657534248,0,0.0,0,0.0,219,13240,1063.8858447488583,0,0.0,0,0.0,219,12984,583.0456621004566,0,0.0,0,0.0,219,13538,613.8858447488583,3404031,347772.1095890411,708,707.4657534246576,219,187,13.278538812785387,0,0.0,0,0.0,1,15,12
application_1524838829941_0594,754313,1,1579,1579.0,0,0.0,0,0.0,219,8318,5720.045662100457,0,0.0,0,0.0,219,12763,331.09589041095893,276038,196912.25570776255,2242,2236.4657534246576,219,108,2.602739726027397,0,0.0,0,0.0,219,12653,326.5251141552511,286449,201971.55251141556,2242,2236.5981735159817,219,98,2.182648401826484,0,0.0,0,0.0,219,6365,227.5890410958904,0,0.0,0,0.0,219,12977,6763.753424657534,0,0.0,0,0.0,219,12932,321.57077625570776,0,0.0,0,0.0,219,19608,555.6118721461187,0,0.0,0,0.0,219,12799,726.8767123287671,0,0.0,0,0.0,219,13035,1039.8082191780825,0,0.0,0,0.0,219,12626,630.5707762557078,0,0.0,0,0.0,219,13063,595.7442922374429,3370357,345862.5114155251,708,707.4657534246576,219,194,13.283105022831052,0,0.0,0,0.0,1,15,12
application_1524838829941_0596,767634,1,1692,1692.0,0,0.0,0,0.0,219,8326,5726.863013698629,0,0.0,0,0.0,219,12839,311.675799086758,259425,198089.94520547945,2242,2236.461187214612,219,98,2.5570776255707757,0,0.0,0,0.0,219,12620,317.87214611872145,313179,199302.66666666663,2242,2236.570776255708,219,96,2.429223744292237,0,0.0,0,0.0,219,6554,171.53881278538813,0,0.0,0,0.0,219,13626,6852.54794520548,0,0.0,0,0.0,219,13031,379.1917808219178,0,0.0,0,0.0,219,19375,581.0593607305938,0,0.0,0,0.0,219,12844,568.5525114155251,0,0.0,0,0.0,219,12946,1039.3013698630136,0,0.0,0,0.0,219,12596,631.4703196347032,0,0.0,0,0.0,219,13307,598.6529680365297,3352768,353439.6529680365,708,707.4657534246576,219,195,12.780821917808215,0,0.0,0,0.0,1,15,12
application_1524838829941_0604,463483,1,1721,1721.0,0,0.0,0,0.0,219,8727,5784.109589041096,0,0.0,0,0.0,219,158,89.02283105022829,320296,206054.9680365297,2242,2236.4657534246576,219,134,3.0821917808219177,0,0.0,0,0.0,219,116,86.8812785388128,274605,206298.46118721465,2242,2236.5981735159817,219,100,2.3652968036529685,0,0.0,0,0.0,219,168,85.58904109589041,0,0.0,0,0.0,219,8356,6759.0045662100465,0,0.0,0,0.0,219,63,25.33333333333333,0,0.0,0,0.0,219,233,100.61187214611871,0,0.0,0,0.0,219,66,36.54794520547946,0,0.0,0,0.0,219,215,178.13698630136986,0,0.0,0,0.0,219,68,39.671232876712324,0,0.0,0,0.0,219,701,374.83561643835617,3366605,369363.83105022827,708,707.4657534246576,219,210,17.30593607305936,0,0.0,0,0.0,1,15,14
application_1524838829941_0600,462160,1,1616,1616.0,0,0.0,0,0.0,219,9014,5844.127853881279,0,0.0,0,0.0,219,144,88.76255707762556,337411,205532.75799086763,2242,2236.4657534246576,219,149,3.1232876712328768,0,0.0,0,0.0,219,129,87.75799086757989,349481,206934.97716894976,2242,2236.5981735159817,219,113,2.5799086757990866,0,0.0,0,0.0,219,692,88.5799086757991,0,0.0,0,0.0,219,8542,6719.447488584475,0,0.0,0,0.0,219,79,24.84474885844749,0,0.0,0,0.0,219,306,108.02739726027396,0,0.0,0,0.0,219,68,35.794520547945204,0,0.0,0,0.0,219,214,178.5068493150685,0,0.0,0,0.0,219,83,39.926940639269404,0,0.0,0,0.0,219,796,374.9817351598173,3368068,374580.72602739726,708,707.4657534246576,219,236,17.30593607305936,0,0.0,0,0.0,1,15,14
application_1524838829941_0736,462596,1,1736,1736.0,0,0.0,0,0.0,219,8453,5747.479452054795,0,0.0,0,0.0,219,153,90.44292237442923,332007,209354.03196347036,2242,2236.4657534246576,219,123,3.0045662100456623,0,0.0,0,0.0,219,107,88.2557077625571,290452,203792.5570776256,2242,2236.5981735159817,219,104,2.34703196347032,0,0.0,0,0.0,219,777,90.0958904109589,0,0.0,0,0.0,219,8231,6771.4155251141565,0,0.0,0,0.0,219,67,24.65753424657534,0,0.0,0,0.0,219,965,106.71232876712328,0,0.0,0,0.0,219,64,36.49315068493151,0,0.0,0,0.0,219,231,178.70319634703196,0,0.0,0,0.0,219,59,39.630136986301366,0,0.0,0,0.0,219,755,375.41095890410963,3400756,368535.0684931507,708,707.4657534246576,219,211,17.23744292237443,0,0.0,0,0.0,1,15,14
application_1524838829941_0734,466381,1,1608,1608.0,0,0.0,0,0.0,219,8759,5771.744292237443,0,0.0,0,0.0,219,155,89.77168949771688,460318,206804.79452054796,2242,2236.4657534246576,219,104,2.958904109589041,0,0.0,0,0.0,219,110,88.12785388127855,295371,207517.88584474887,2242,2236.5981735159817,219,109,2.3652968036529685,0,0.0,0,0.0,219,124,86.31050228310501,0,0.0,0,0.0,219,8318,6787.068493150685,0,0.0,0,0.0,219,72,25.54794520547945,0,0.0,0,0.0,219,256,101.80365296803652,0,0.0,0,0.0,219,49,35.858447488584474,0,0.0,0,0.0,219,217,179.36073059360734,0,0.0,0,0.0,219,55,38.785388127853885,0,0.0,0,0.0,219,696,376.2009132420091,3484480,386960.08219178097,708,707.4657534246576,219,222,17.78538812785388,0,0.0,0,0.0,1,15,14
application_1524838829941_0602,459921,1,1668,1668.0,0,0.0,0,0.0,219,8803,5819.812785388128,0,0.0,0,0.0,219,147,89.66666666666669,348487,198917.46118721465,2242,2236.4657534246576,219,124,3.1141552511415527,0,0.0,0,0.0,219,135,87.43835616438356,378395,200384.0821917808,2242,2236.5981735159817,219,122,2.5570776255707757,0,0.0,0,0.0,219,138,85.10958904109589,0,0.0,0,0.0,219,8331,6650.319634703196,0,0.0,0,0.0,219,65,24.63013698630137,0,0.0,0,0.0,219,1142,105.18721461187216,0,0.0,0,0.0,219,86,36.42465753424658,0,0.0,0,0.0,219,260,179.91780821917808,0,0.0,0,0.0,219,53,39.662100456621005,0,0.0,0,0.0,219,700,375.0045662100457,3387019,371073.14611872146,708,707.4657534246576,219,205,16.958904109589042,0,0.0,0,0.0,1,15,14
application_1524838829941_0738,462686,1,1697,1697.0,0,0.0,0,0.0,219,8732,5830.6392694063925,0,0.0,0,0.0,219,181,89.6255707762557,374720,207002.19178082192,2242,2236.4657534246576,219,120,3.063926940639269,0,0.0,0,0.0,219,112,87.52511415525116,322061,209581.7808219178,2242,2236.5981735159817,219,105,2.333333333333333,0,0.0,0,0.0,219,137,84.91324200913242,0,0.0,0,0.0,219,8384,6658.789954337901,0,0.0,0,0.0,219,63,24.945205479452056,0,0.0,0,0.0,219,247,105.06849315068493,0,0.0,0,0.0,219,52,36.34703196347032,0,0.0,0,0.0,219,225,179.04109589041096,0,0.0,0,0.0,219,50,39.31963470319636,0,0.0,0,0.0,219,730,374.1598173515982,3422851,378999.2191780822,708,707.4657534246576,219,222,18.082191780821923,0,0.0,0,0.0,1,15,14
application_1524838829941_0622,338283,1,1726,1726.0,0,0.0,0,0.0,219,9055,5820.068493150685,0,0.0,0,0.0,219,151,90.91780821917808,303757,211380.3196347032,2242,2236.4657534246576,219,129,4.269406392694064,0,0.0,0,0.0,219,140,89.27853881278537,404489,218037.3150684932,2242,2236.5981735159817,219,128,3.141552511415525,0,0.0,0,0.0,219,128,85.9041095890411,0,0.0,0,0.0,219,8672,6752.30593607306,0,0.0,0,0.0,219,63,26.575342465753426,0,0.0,0,0.0,219,309,106.38812785388129,0,0.0,0,0.0,219,50,36.80365296803653,0,0.0,0,0.0,219,242,183.35616438356163,0,0.0,0,0.0,219,56,40.662100456621005,0,0.0,0,0.0,219,779,384.296803652968,4215994,426780.80365296797,708,707.4657534246576,219,277,22.02739726027397,0,0.0,0,0.0,1,15,20
application_1524838829941_0756,337539,1,1585,1585.0,0,0.0,0,0.0,219,8998,5827.246575342466,0,0.0,0,0.0,219,182,91.47488584474884,361103,221578.8127853881,2242,2236.4657534246576,219,141,4.255707762557078,0,0.0,0,0.0,219,108,88.1917808219178,337163,213560.8356164384,2242,2236.5981735159817,219,129,3.1780821917808217,0,0.0,0,0.0,219,119,85.38812785388126,0,0.0,0,0.0,219,8538,6746.6164383561645,0,0.0,0,0.0,219,111,27.95890410958904,0,0.0,0,0.0,219,1038,113.06392694063926,0,0.0,0,0.0,219,56,37.34703196347032,0,0.0,0,0.0,219,279,186.02283105022832,0,0.0,0,0.0,219,59,40.62100456621005,0,0.0,0,0.0,219,718,380.8493150684931,3724364,426621.22831050225,708,707.4657534246576,219,255,21.689497716894973,0,0.0,0,0.0,1,15,20
application_1524838829941_0620,341851,1,1591,1591.0,0,0.0,0,0.0,219,9361,5919.48401826484,0,0.0,0,0.0,219,171,91.75342465753424,418686,217869.3744292237,2242,2236.4657534246576,219,139,4.365296803652968,0,0.0,0,0.0,219,162,88.82191780821918,382727,217097.83105022827,2242,2236.5981735159817,219,142,3.333333333333333,0,0.0,0,0.0,219,124,85.337899543379,0,0.0,0,0.0,219,8858,6949.333333333332,0,0.0,0,0.0,219,57,25.625570776255714,0,0.0,0,0.0,219,265,104.72602739726028,0,0.0,0,0.0,219,72,36.15981735159817,0,0.0,0,0.0,219,261,183.2283105022831,0,0.0,0,0.0,219,73,39.292237442922385,0,0.0,0,0.0,219,751,380.986301369863,3544719,424193.99543379,708,707.4657534246576,219,240,20.95433789954338,0,0.0,0,0.0,1,15,20
application_1524838829941_0754,343525,1,1738,1738.0,0,0.0,0,0.0,219,9054,5912.063926940638,0,0.0,0,0.0,219,154,90.4703196347032,371113,209188.05022831046,2242,2236.4657534246576,219,139,4.310502283105023,0,0.0,0,0.0,219,166,91.18264840182648,377828,220940.8401826484,2242,2236.5981735159817,219,153,3.2922374429223744,0,0.0,0,0.0,219,114,84.7488584474886,0,0.0,0,0.0,219,8692,6885.4200913242,0,0.0,0,0.0,219,74,26.146118721461193,0,0.0,0,0.0,219,885,110.56164383561644,0,0.0,0,0.0,219,72,39.11872146118722,0,0.0,0,0.0,219,274,181.56164383561645,0,0.0,0,0.0,219,105,39.8310502283105,0,0.0,0,0.0,219,701,380.3424657534247,3530440,424711.76255707757,708,707.4657534246576,219,240,21.45205479452055,0,0.0,0,0.0,1,15,20
application_1524838829941_0752,341429,1,1709,1709.0,0,0.0,0,0.0,219,9265,5916.799086757991,0,0.0,0,0.0,219,156,91.39269406392694,430424,220622.13698630137,2242,2236.4657534246576,219,142,4.310502283105023,0,0.0,0,0.0,219,103,88.0730593607306,415223,216667.1780821918,2242,2236.5981735159817,219,138,3.1780821917808217,0,0.0,0,0.0,219,143,85.48401826484019,0,0.0,0,0.0,219,9564,6910.511415525113,0,0.0,0,0.0,219,60,25.735159817351605,0,0.0,0,0.0,219,327,105.38356164383562,0,0.0,0,0.0,219,53,36.60730593607307,0,0.0,0,0.0,219,263,181.14155251141548,0,0.0,0,0.0,219,77,39.39269406392693,0,0.0,0,0.0,219,736,380.33789954337897,3785358,426196.1917808219,708,707.4657534246576,219,276,22.04109589041096,0,0.0,0,0.0,1,15,20
application_1524838829941_0618,338851,1,1709,1709.0,0,0.0,0,0.0,219,9274,5891.127853881279,0,0.0,0,0.0,219,157,91.26027397260277,556076,214273.0821917808,2242,2236.4657534246576,219,125,4.296803652968038,0,0.0,0,0.0,219,159,89.662100456621,326389,215435.8127853881,2242,2236.5981735159817,219,119,3.0182648401826486,0,0.0,0,0.0,219,131,86.27853881278537,0,0.0,0,0.0,219,8643,6809.283105022832,0,0.0,0,0.0,219,69,25.79908675799087,0,0.0,0,0.0,219,242,103.66666666666669,0,0.0,0,0.0,219,54,36.785388127853885,0,0.0,0,0.0,219,253,180.27853881278543,0,0.0,0,0.0,219,63,39.748858447488594,0,0.0,0,0.0,219,734,382.3150684931507,4586561,424932.22374429216,708,707.4657534246576,219,254,21.506849315068493,0,0.0,0,0.0,1,15,20
application_1524838829941_0375,254365,1,1714,1714.0,0,0.0,0,0.0,292,11439,6604.8835616438355,0,0.0,0,0.0,292,220,107.13356164383562,2587093,250707.87671232875,2242,2236.4417808219173,292,330,9.099315068493153,0,0.0,0,0.0,292,163,108.83904109589041,466268,263229.73630136985,2242,2236.54794520548,292,205,5.910958904109589,0,0.0,0,0.0,292,257,102.12671232876713,0,0.0,0,0.0,292,11386,7791.167808219178,0,0.0,0,0.0,292,90,30.448630136986303,0,0.0,0,0.0,292,802,136.6027397260274,0,0.0,0,0.0,292,584,49.29109589041096,0,0.0,0,0.0,292,763,239.96575342465752,0,0.0,0,0.0,292,58,43.67808219178082,0,0.0,0,0.0,292,940,447.75,5035706,582311.3424657534,802,801.9828767123288,292,525,38.70205479452054,0,0.0,0,0.0,1,20,44
application_1524838829941_0449,254824,1,1764,1764.0,0,0.0,0,0.0,292,12067,6726.29794520548,0,0.0,0,0.0,292,231,104.11643835616438,379460,235356.2979452055,2242,2236.4417808219173,292,256,7.982876712328768,0,0.0,0,0.0,292,158,101.70890410958904,708511,254143.1780821918,2242,2236.54794520548,292,334,6.410958904109589,0,0.0,0,0.0,292,166,93.54109589041096,0,0.0,0,0.0,292,10979,7813.527397260274,0,0.0,0,0.0,292,81,31.58561643835617,0,0.0,0,0.0,292,985,131.71917808219177,0,0.0,0,0.0,292,98,44.18493150684932,0,0.0,0,0.0,292,393,233.9828767123288,0,0.0,0,0.0,292,104,45.523972602739725,0,0.0,0,0.0,292,1044,454.1986301369863,4694102,580201.4863013697,802,801.9828767123288,292,527,38.36643835616439,0,0.0,0,0.0,1,20,44
application_1524838829941_0447,251308,1,1590,1590.0,0,0.0,0,0.0,292,10545,6601.4006849315065,0,0.0,0,0.0,292,260,104.0958904109589,468839,233644.5068493151,2242,2236.4417808219173,292,262,8.383561643835616,0,0.0,0,0.0,292,224,104.01712328767124,539659,252900.69178082192,2242,2236.54794520548,292,212,5.928082191780822,0,0.0,0,0.0,292,147,92.08904109589041,0,0.0,0,0.0,292,10266,7620.482876712329,0,0.0,0,0.0,292,90,31.31849315068493,0,0.0,0,0.0,292,978,142.95547945205482,0,0.0,0,0.0,292,84,44.273972602739725,0,0.0,0,0.0,292,355,233.12328767123287,0,0.0,0,0.0,292,154,49.27739726027397,0,0.0,0,0.0,292,1018,479.70205479452056,6007301,602325.0582191781,802,801.9828767123288,292,464,38.03082191780822,0,0.0,0,0.0,1,20,44
application_1524838829941_0377,252159,1,1728,1728.0,0,0.0,0,0.0,292,11446,6531.284246575343,0,0.0,0,0.0,292,225,108.14726027397259,577496,249536.9623287671,2242,2236.4417808219173,292,360,8.356164383561643,0,0.0,0,0.0,292,179,97.83561643835615,405301,244023.40753424657,2242,2236.54794520548,292,206,5.674657534246576,0,0.0,0,0.0,292,651,101.27054794520548,0,0.0,0,0.0,292,10525,7677.523972602739,0,0.0,0,0.0,292,81,30.73630136986301,0,0.0,0,0.0,292,596,130.48630136986299,0,0.0,0,0.0,292,77,44.32534246575342,0,0.0,0,0.0,292,892,234.5958904109589,0,0.0,0,0.0,292,655,49.19178082191781,0,0.0,0,0.0,292,1615,482.46917808219183,4979883,604756.4726027397,802,801.9828767123288,292,497,39.97602739726028,0,0.0,0,0.0,1,20,44
application_1524838829941_0329,247911,1,1751,1751.0,0,0.0,0,0.0,292,11311,6501.520547945205,0,0.0,0,0.0,292,680,109.06164383561644,549934,240384.78424657532,2242,2236.4417808219173,292,233,7.530821917808219,0,0.0,0,0.0,292,151,97.0582191780822,1598314,234258.6609589041,2242,2236.54794520548,292,302,6.486301369863014,0,0.0,0,0.0,292,171,92.71917808219177,0,0.0,0,0.0,292,9964,7662.667808219178,0,0.0,0,0.0,292,78,30.45205479452055,0,0.0,0,0.0,292,435,127.36986301369863,0,0.0,0,0.0,292,82,45.928082191780824,0,0.0,0,0.0,292,426,232.17808219178082,0,0.0,0,0.0,292,76,44.698630136986296,0,0.0,0,0.0,292,877,443.33219178082186,5418734,577350.5342465753,802,801.9828767123288,292,537,40.00684931506849,0,0.0,0,0.0,1,20,44
application_1524838829941_0451,254996,1,1741,1741.0,0,0.0,0,0.0,292,11311,6564.729452054795,0,0.0,0,0.0,292,226,111.18835616438356,6459700,281292.3938356164,2242,2236.4417808219173,292,344,7.9006849315068495,0,0.0,0,0.0,292,167,100.61643835616438,759626,247883.8493150685,2242,2236.54794520548,292,206,6.0616438356164375,0,0.0,0,0.0,292,159,93.47945205479452,0,0.0,0,0.0,292,10993,7767.222602739726,0,0.0,0,0.0,292,92,30.81164383561644,0,0.0,0,0.0,292,851,137.21917808219177,0,0.0,0,0.0,292,865,52.21917808219178,0,0.0,0,0.0,292,415,235.3458904109589,0,0.0,0,0.0,292,81,45.517123287671225,0,0.0,0,0.0,292,1279,455.3013698630137,4607899,577986.051369863,802,801.9828767123288,292,521,37.78424657534247,0,0.0,0,0.0,1,20,44
application_1524838829941_1089,147157,1,1593,1593.0,0,0.0,0,0.0,146,10033,6464.8493150684935,0,0.0,0,0.0,146,225,108.6986301369863,429949,228340.801369863,2243,2236.3561643835615,146,227,8.321917808219178,0,0.0,0,0.0,146,133,97.0068493150685,364502,246549.0273972603,2242,2236.5890410958905,146,218,7.102739726027397,0,0.0,0,0.0,146,173,97.36301369863014,0,0.0,0,0.0,146,9485,7463.767123287671,0,0.0,0,0.0,146,76,31.945205479452056,0,0.0,0,0.0,146,820,157.14383561643837,0,0.0,0,0.0,146,74,43.97260273972603,0,0.0,0,0.0,146,319,201.9041095890411,0,0.0,0,0.0,146,92,44.78767123287671,0,0.0,0,0.0,146,858,416.58219178082186,5554011,809935.0,662,661.9726027397261,146,317,42.136986301369866,0,0.0,0,0.0,1,10,42
application_1524838829941_1087,149218,1,1717,1717.0,0,0.0,0,0.0,146,10322,6475.698630136986,0,0.0,0,0.0,146,231,111.44520547945206,397155,226806.5,2243,2236.3561643835615,146,210,8.349315068493151,0,0.0,0,0.0,146,166,102.33561643835615,415100,250105.2876712329,2242,2236.5890410958905,146,211,7.815068493150685,0,0.0,0,0.0,146,565,111.1986301369863,0,0.0,0,0.0,146,9954,7465.5,0,0.0,0,0.0,146,77,32.972602739726035,0,0.0,0,0.0,146,465,151.51369863013701,0,0.0,0,0.0,146,72,43.47945205479452,0,0.0,0,0.0,146,609,208.8082191780822,0,0.0,0,0.0,146,61,43.56849315068493,0,0.0,0,0.0,146,837,421.3972602739726,4988222,815228.5753424658,662,661.9726027397261,146,360,42.00684931506849,0,0.0,0,0.0,1,10,42
application_1524838829941_0957,151049,1,1593,1593.0,0,0.0,0,0.0,146,10559,6643.856164383562,0,0.0,0,0.0,146,243,110.71917808219177,443072,258273.2808219178,2243,2236.3561643835615,146,201,7.404109589041097,0,0.0,0,0.0,146,149,99.91095890410959,663287,251225.0821917808,2242,2236.5890410958905,146,216,7.397260273972603,0,0.0,0,0.0,146,178,98.82876712328769,0,0.0,0,0.0,146,10740,7579.3835616438355,0,0.0,0,0.0,146,80,31.123287671232877,0,0.0,0,0.0,146,540,154.70547945205482,0,0.0,0,0.0,146,93,46.5,0,0.0,0,0.0,146,307,200.95205479452054,0,0.0,0,0.0,146,101,45.23972602739726,0,0.0,0,0.0,146,896,436.527397260274,549487624,4576538.44520548,662,661.9726027397261,146,336,42.109589041095894,0,0.0,0,0.0,1,10,42
application_1524838829941_0953,154610,1,1618,1618.0,0,0.0,0,0.0,146,10353,6466.773972602739,0,0.0,0,0.0,146,245,109.85616438356165,371539,229686.3493150685,2243,2236.3561643835615,146,177,8.650684931506849,0,0.0,0,0.0,146,151,98.5,345012,245936.44520547945,2242,2236.5890410958905,146,148,7.397260273972603,0,0.0,0,0.0,146,214,99.02739726027396,0,0.0,0,0.0,146,10433,7470.404109589041,0,0.0,0,0.0,146,85,31.28767123287671,0,0.0,0,0.0,146,357,145.02739726027397,0,0.0,0,0.0,146,81,45.630136986301366,0,0.0,0,0.0,146,422,222.0205479452055,0,0.0,0,0.0,146,99,50.198630136986296,0,0.0,0,0.0,146,986,456.8013698630137,5019275,877040.2808219178,662,661.9726027397261,146,360,47.267123287671225,0,0.0,0,0.0,1,10,42
application_1524838829941_0955,151349,1,1634,1634.0,0,0.0,0,0.0,146,10475,6424.513698630137,0,0.0,0,0.0,146,262,114.57534246575342,505123,244938.9109589041,2243,2236.3561643835615,146,224,8.212328767123287,0,0.0,0,0.0,146,158,107.25342465753424,1023831,254602.198630137,2242,2236.5890410958905,146,133,7.013698630136986,0,0.0,0,0.0,146,223,103.86301369863014,0,0.0,0,0.0,146,10145,7607.876712328767,0,0.0,0,0.0,146,74,31.801369863013697,0,0.0,0,0.0,146,576,151.58219178082192,0,0.0,0,0.0,146,72,44.08904109589041,0,0.0,0,0.0,146,285,197.63013698630138,0,0.0,0,0.0,146,63,44.15753424657535,0,0.0,0,0.0,146,806,413.3835616438356,4646529,822447.4315068494,662,661.9726027397261,146,532,61.63698630136986,0,0.0,0,0.0,1,10,42
application_1524838829941_1091,150434,1,1832,1832.0,0,0.0,0,0.0,146,9802,6461.7054794520545,0,0.0,0,0.0,146,228,109.63013698630137,391349,233034.69178082192,2243,2236.3561643835615,146,219,7.8561643835616435,0,0.0,0,0.0,146,165,99.1986301369863,350396,248685.0890410959,2242,2236.5890410958905,146,128,6.753424657534247,0,0.0,0,0.0,146,155,99.47945205479452,0,0.0,0,0.0,146,9756,7465.143835616438,0,0.0,0,0.0,146,121,32.57534246575342,0,0.0,0,0.0,146,351,148.6986301369863,0,0.0,0,0.0,146,95,47.102739726027394,0,0.0,0,0.0,146,627,210.34931506849315,0,0.0,0,0.0,146,102,46.034246575342465,0,0.0,0,0.0,146,1309,423.0205479452055,4633938,807877.2534246575,662,661.9726027397261,146,325,42.15753424657535,0,0.0,0,0.0,1,10,42
application_1524838829941_1184,112695,1,1599,1599.0,0,0.0,0,0.0,73,9175,6278.178082191781,0,0.0,0,0.0,73,230,109.73972602739723,412829,223575.15068493152,2242,2236.452054794521,73,79,5.767123287671232,0,0.0,0,0.0,73,159,105.47945205479452,410958,249267.46575342465,2242,2236.6438356164385,73,124,6.123287671232878,0,0.0,0,0.0,73,130,93.63013698630137,0,0.0,0,0.0,73,8492,6869.082191780822,0,0.0,0,0.0,73,332,36.45205479452054,0,0.0,0,0.0,73,300,143.80821917808217,0,0.0,0,0.0,73,55,40.64383561643836,0,0.0,0,0.0,73,239,165.08219178082192,0,0.0,0,0.0,73,57,43.06849315068493,0,0.0,0,0.0,73,757,331.9315068493151,4294494,869380.3424657534,425,425.0,73,215,35.54794520547946,0,0.0,0,0.0,1,5,28
