run,applicationCompletionTime,nTask_S0,maxTask_S0,avgTask_S0,SHmax_S0,SHavg_S0,Bmax_S0,Bavg_S0,nTask_S1,maxTask_S1,avgTask_S1,SHmax_S1,SHavg_S1,Bmax_S1,Bavg_S1,nTask_S10,maxTask_S10,avgTask_S10,SHmax_S10,SHavg_S10,Bmax_S10,Bavg_S10,nTask_S11,maxTask_S11,avgTask_S11,SHmax_S11,SHavg_S11,Bmax_S11,Bavg_S11,nTask_S12,maxTask_S12,avgTask_S12,SHmax_S12,SHavg_S12,Bmax_S12,Bavg_S12,nTask_S13,maxTask_S13,avgTask_S13,SHmax_S13,SHavg_S13,Bmax_S13,Bavg_S13,nTask_S14,maxTask_S14,avgTask_S14,SHmax_S14,SHavg_S14,Bmax_S14,Bavg_S14,nTask_S2,maxTask_S2,avgTask_S2,SHmax_S2,SHavg_S2,Bmax_S2,Bavg_S2,nTask_S3,maxTask_S3,avgTask_S3,SHmax_S3,SHavg_S3,Bmax_S3,Bavg_S3,nTask_S4,maxTask_S4,avgTask_S4,SHmax_S4,SHavg_S4,Bmax_S4,Bavg_S4,nTask_S5,maxTask_S5,avgTask_S5,SHmax_S5,SHavg_S5,Bmax_S5,Bavg_S5,nTask_S6,maxTask_S6,avgTask_S6,SHmax_S6,SHavg_S6,Bmax_S6,Bavg_S6,nTask_S7,maxTask_S7,avgTask_S7,SHmax_S7,SHavg_S7,Bmax_S7,Bavg_S7,nTask_S8,maxTask_S8,avgTask_S8,SHmax_S8,SHavg_S8,Bmax_S8,Bavg_S8,nTask_S9,maxTask_S9,avgTask_S9,SHmax_S9,SHavg_S9,Bmax_S9,Bavg_S9,users,dataSize,nContainers
application_1524838829941_1338,105264,1,1803,1803.0,0,0.0,0,0.0,73,9354,6474.684931506849,0,0.0,0,0.0,73,499,121.89041095890413,321083,220393.2876712329,2242,2236.452054794521,73,73,6.383561643835616,0,0.0,0,0.0,73,143,101.78082191780823,1712225,269442.34246575343,2242,2236.6438356164385,73,78,6.301369863013699,0,0.0,0,0.0,73,144,97.68493150684931,0,0.0,0,0.0,73,8964,7215.54794520548,0,0.0,0,0.0,73,78,34.246575342465746,0,0.0,0,0.0,73,309,151.6849315068493,0,0.0,0,0.0,73,55,40.369863013698634,0,0.0,0,0.0,73,265,166.65753424657538,0,0.0,0,0.0,73,60,41.42465753424658,0,0.0,0,0.0,73,688,348.93150684931504,4343420,980099.7671232877,425,425.0,73,232,40.0,0,0.0,0,0.0,1,5,34
application_1524838829941_0521,6877455,1,1881,1881.0,0,0.0,0,0.0,292,8655,5811.085616438356,0,0.0,0,0.0,292,13564,6191.20205479452,284902,188914.3321917808,2242,2236.472602739726,292,125,2.2294520547945207,0,0.0,0,0.0,292,13359,6188.263698630137,266840,188706.3184931507,2242,2236.5,292,127,2.0,0,0.0,0,0.0,292,6913,4114.928082191781,0,0.0,0,0.0,292,13470,8349.215753424658,0,0.0,0,0.0,292,13490,6014.428082191781,0,0.0,0,0.0,292,19848,8186.969178082192,0,0.0,0,0.0,292,13113,6110.195205479452,0,0.0,0,0.0,292,13700,6321.006849315068,0,0.0,0,0.0,292,13540,6109.83904109589,0,0.0,0,0.0,292,13630,6452.907534246576,3368324,303678.48972602736,802,801.9828767123288,292,205,10.791095890410961,0,0.0,0,0.0,1,20,6
application_1524838829941_0465,6912017,1,3622,3622.0,0,0.0,0,0.0,292,8734,5871.83904109589,0,0.0,0,0.0,292,13318,6143.859589041096,307816,194315.91438356164,2242,2236.47602739726,292,135,2.339041095890411,0,0.0,0,0.0,292,13293,6147.517123287671,255330,191223.7294520548,2242,2236.445205479452,292,112,1.8424657534246576,0,0.0,0,0.0,292,6887,4093.061643835617,0,0.0,0,0.0,292,13810,8550.811643835617,0,0.0,0,0.0,292,13246,6049.808219178082,0,0.0,0,0.0,292,19841,8196.167808219177,0,0.0,0,0.0,292,13771,6123.688356164384,0,0.0,0,0.0,292,13832,6318.931506849315,0,0.0,0,0.0,292,13165,6101.664383561644,0,0.0,0,0.0,292,13495,6447.167808219178,3308991,308078.0547945205,802,801.9828767123288,292,200,11.10958904109589,0,0.0,0,0.0,1,20,6
application_1524838829941_0523,6841776,1,1828,1828.0,0,0.0,0,0.0,292,8730,5955.897260273972,0,0.0,0,0.0,292,13480,6120.140410958904,263965,190342.04794520547,2242,2236.5034246575337,292,131,2.1815068493150687,0,0.0,0,0.0,292,13498,6092.25,253060,189481.88698630137,2243,2236.599315068493,292,116,2.0136986301369864,0,0.0,0,0.0,292,7111,4022.1746575342468,0,0.0,0,0.0,292,13458,8362.407534246575,0,0.0,0,0.0,292,13314,5956.458904109589,0,0.0,0,0.0,292,19293,8013.976027397261,0,0.0,0,0.0,292,13526,6133.0445205479455,0,0.0,0,0.0,292,13612,6295.636986301371,0,0.0,0,0.0,292,13180,6068.054794520548,0,0.0,0,0.0,292,13396,6406.6335616438355,3160579,297878.3184931507,802,801.9828767123288,292,229,11.027397260273972,0,0.0,0,0.0,1,20,6
application_1524838829941_0469,6890228,1,1878,1878.0,0,0.0,0,0.0,292,8531,5791.113013698629,0,0.0,0,0.0,292,13602,6177.941780821918,361722,197023.71575342465,2242,2236.4246575342468,292,129,2.246575342465753,0,0.0,0,0.0,292,13389,6140.386986301371,291012,197239.47260273973,2242,2236.571917808219,292,118,2.0239726027397262,0,0.0,0,0.0,292,7563,4060.8561643835615,0,0.0,0,0.0,292,13721,8400.59589041096,0,0.0,0,0.0,292,13467,6020.369863013699,0,0.0,0,0.0,292,19971,8217.489726027397,0,0.0,0,0.0,292,13252,6107.051369863014,0,0.0,0,0.0,292,13585,6318.9554794520545,0,0.0,0,0.0,292,13104,6128.106164383562,0,0.0,0,0.0,292,13791,6460.561643835616,3418562,315128.41438356164,802,801.9828767123288,292,208,10.684931506849317,0,0.0,0,0.0,1,20,6
application_1524838829941_0519,6906963,1,1685,1685.0,0,0.0,0,0.0,292,10220,5905.852739726028,0,0.0,0,0.0,292,13767,6121.623287671233,307629,189659.46575342465,2242,2236.376712328767,292,132,2.267123287671233,0,0.0,0,0.0,292,13383,6164.267123287671,280233,192553.38356164386,2243,2236.5,292,126,2.113013698630137,0,0.0,0,0.0,292,7301,4107.33904109589,0,0.0,0,0.0,292,13819,8471.294520547946,0,0.0,0,0.0,292,13605,6005.345890410959,0,0.0,0,0.0,292,20445,8210.5,0,0.0,0,0.0,292,13544,6145.123287671233,0,0.0,0,0.0,292,13871,6332.191780821918,0,0.0,0,0.0,292,13398,6136.876712328767,0,0.0,0,0.0,292,14058,6490.222602739726,3348156,318671.794520548,802,801.9828767123288,292,195,10.794520547945206,0,0.0,0,0.0,1,20,6
application_1524838829941_0467,6836392,1,1886,1886.0,0,0.0,0,0.0,292,8245,5752.034246575343,0,0.0,0,0.0,292,13444,6147.1506849315065,276070,185043.13698630137,2242,2236.4315068493147,292,136,2.1712328767123292,0,0.0,0,0.0,292,13580,6151.681506849315,302976,185635.8904109589,2242,2236.5171232876714,292,114,1.8972602739726028,0,0.0,0,0.0,292,6871,4090.417808219178,0,0.0,0,0.0,292,13147,8335.239726027397,0,0.0,0,0.0,292,13027,5907.825342465753,0,0.0,0,0.0,292,19456,8030.143835616438,0,0.0,0,0.0,292,13296,6105.023972602739,0,0.0,0,0.0,292,13698,6312.030821917808,0,0.0,0,0.0,292,13423,6098.075342465753,0,0.0,0,0.0,292,13600,6444.746575342466,3331533,306768.8356164384,802,801.9828767123288,292,198,10.75,0,0.0,0,0.0,1,20,6
application_1524838829941_1079,152334,1,1730,1730.0,0,0.0,0,0.0,146,9915,6260.527397260274,0,0.0,0,0.0,146,213,106.18493150684931,370718,236274.4178082192,2243,2236.3561643835615,146,199,6.986301369863014,0,0.0,0,0.0,146,148,96.97260273972604,336646,242467.4315068493,2242,2236.5890410958905,146,141,6.698630136986301,0,0.0,0,0.0,146,142,92.7054794520548,0,0.0,0,0.0,146,9045,7227.363013698629,0,0.0,0,0.0,146,70,30.184931506849317,0,0.0,0,0.0,146,347,134.96575342465752,0,0.0,0,0.0,146,80,42.93150684931507,0,0.0,0,0.0,146,317,192.1438356164384,0,0.0,0,0.0,146,76,44.25342465753425,0,0.0,0,0.0,146,1280,405.513698630137,4613385,716206.404109589,662,661.9726027397261,146,308,39.958904109589035,0,0.0,0,0.0,1,10,38
application_1524838829941_0943,155147,1,1742,1742.0,0,0.0,0,0.0,146,9596,6290.595890410959,0,0.0,0,0.0,146,222,104.513698630137,716747,225745.3493150685,2243,2236.3561643835615,146,206,7.383561643835616,0,0.0,0,0.0,146,150,97.64383561643835,366283,233485.13698630137,2242,2236.5890410958905,146,139,6.534246575342466,0,0.0,0,0.0,146,149,95.89726027397259,0,0.0,0,0.0,146,9303,7311.390410958904,0,0.0,0,0.0,146,99,33.21232876712329,0,0.0,0,0.0,146,397,142.91780821917808,0,0.0,0,0.0,146,78,44.02739726027397,0,0.0,0,0.0,146,346,193.5684931506849,0,0.0,0,0.0,146,59,43.93150684931507,0,0.0,0,0.0,146,877,406.8835616438356,6387233,763916.6301369863,662,661.9726027397261,146,298,38.78767123287671,0,0.0,0,0.0,1,10,38
application_1524838829941_0941,154494,1,1753,1753.0,0,0.0,0,0.0,146,10420,6320.013698630137,0,0.0,0,0.0,146,249,101.95890410958904,363615,225025.15068493152,2243,2236.3561643835615,146,210,6.876712328767122,0,0.0,0,0.0,146,153,99.013698630137,356427,244741.38356164386,2242,2236.5890410958905,146,187,7.054794520547945,0,0.0,0,0.0,146,147,90.93835616438356,0,0.0,0,0.0,146,9484,7308.061643835616,0,0.0,0,0.0,146,75,30.42465753424657,0,0.0,0,0.0,146,1044,190.76712328767124,0,0.0,0,0.0,146,88,44.397260273972606,0,0.0,0,0.0,146,334,192.027397260274,0,0.0,0,0.0,146,72,45.12328767123286,0,0.0,0,0.0,146,754,401.3630136986301,4462862,732849.2191780822,662,661.9726027397261,146,334,40.184931506849324,0,0.0,0,0.0,1,10,38
application_1524838829941_1075,153763,1,1592,1592.0,0,0.0,0,0.0,146,10319,6285.219178082192,0,0.0,0,0.0,146,216,105.89041095890413,386845,225899.0410958904,2243,2236.3561643835615,146,199,7.363013698630137,0,0.0,0,0.0,146,155,98.54109589041096,390780,250140.62328767125,2242,2236.5890410958905,146,195,6.445205479452055,0,0.0,0,0.0,146,142,94.06849315068493,0,0.0,0,0.0,146,9086,7352.616438356164,0,0.0,0,0.0,146,99,31.97260273972603,0,0.0,0,0.0,146,410,134.32876712328766,0,0.0,0,0.0,146,453,45.87671232876714,0,0.0,0,0.0,146,352,193.986301369863,0,0.0,0,0.0,146,61,43.68493150684932,0,0.0,0,0.0,146,775,399.4931506849315,4452031,718691.0273972603,662,661.9726027397261,146,311,39.267123287671225,0,0.0,0,0.0,1,10,38
application_1524838829941_1077,152777,1,1601,1601.0,0,0.0,0,0.0,146,9689,6265.801369863014,0,0.0,0,0.0,146,236,103.62328767123287,425272,231730.8356164384,2243,2236.3561643835615,146,194,7.0479452054794525,0,0.0,0,0.0,146,153,98.58904109589041,14440507,361978.5,2242,2236.5890410958905,146,191,6.787671232876713,0,0.0,0,0.0,146,130,90.93835616438356,0,0.0,0,0.0,146,9144,7184.993150684932,0,0.0,0,0.0,146,79,32.02054794520548,0,0.0,0,0.0,146,306,130.62328767123287,0,0.0,0,0.0,146,72,42.92465753424658,0,0.0,0,0.0,146,340,194.9794520547945,0,0.0,0,0.0,146,374,48.664383561643845,0,0.0,0,0.0,146,814,398.1095890410959,4928474,737656.8150684931,662,661.9726027397261,146,328,38.815068493150676,0,0.0,0,0.0,1,10,38
application_1524838829941_0945,155001,1,1695,1695.0,0,0.0,0,0.0,146,10599,6354.027397260274,0,0.0,0,0.0,146,224,109.67808219178082,356295,234254.92465753425,2243,2236.3561643835615,146,165,7.219178082191781,0,0.0,0,0.0,146,197,102.37671232876713,413430,241471.2054794521,2242,2236.5890410958905,146,128,6.5,0,0.0,0,0.0,146,538,102.8013698630137,0,0.0,0,0.0,146,9257,7446.520547945205,0,0.0,0,0.0,146,69,29.595890410958905,0,0.0,0,0.0,146,335,131.93150684931507,0,0.0,0,0.0,146,82,43.93835616438356,0,0.0,0,0.0,146,282,193.6164383561644,0,0.0,0,0.0,146,62,44.30821917808219,0,0.0,0,0.0,146,804,399.28767123287673,4601976,734469.3219178083,662,661.9726027397261,146,328,41.32191780821917,0,0.0,0,0.0,1,10,38
application_1524838829941_1288,149139,1,1751,1751.0,0,0.0,0,0.0,73,8708,5942.232876712329,0,0.0,0,0.0,73,182,97.6986301369863,277364,210604.61643835614,2242,2236.452054794521,73,67,4.780821917808218,0,0.0,0,0.0,73,135,93.91780821917808,323603,220508.68493150684,2242,2236.6438356164385,73,57,4.095890410958904,0,0.0,0,0.0,73,115,87.52054794520548,0,0.0,0,0.0,73,8464,6748.726027397261,0,0.0,0,0.0,73,58,27.095890410958905,0,0.0,0,0.0,73,506,130.43835616438358,0,0.0,0,0.0,73,51,37.53424657534247,0,0.0,0,0.0,73,530,151.79452054794518,0,0.0,0,0.0,73,72,42.06849315068493,0,0.0,0,0.0,73,677,295.21917808219183,3786538,633974.8493150686,425,425.0,73,162,25.794520547945204,0,0.0,0,0.0,1,5,18
application_1524838829941_1290,145835,1,1759,1759.0,0,0.0,0,0.0,73,8429,5931.287671232877,0,0.0,0,0.0,73,149,95.38356164383562,316037,207800.09589041094,2242,2236.452054794521,73,59,4.3424657534246585,0,0.0,0,0.0,73,113,90.71232876712328,288244,214035.7397260274,2242,2236.6438356164385,73,53,3.7945205479452055,0,0.0,0,0.0,73,110,87.31506849315069,0,0.0,0,0.0,73,8236,6674.986301369863,0,0.0,0,0.0,73,77,28.04109589041096,0,0.0,0,0.0,73,245,125.1917808219178,0,0.0,0,0.0,73,54,38.42465753424658,0,0.0,0,0.0,73,241,146.6986301369863,0,0.0,0,0.0,73,51,39.958904109589035,0,0.0,0,0.0,73,584,288.56164383561645,4207876,620718.4109589041,425,425.0,73,162,24.71232876712329,0,0.0,0,0.0,1,5,18
application_1524838829941_1154,147524,1,1746,1746.0,0,0.0,0,0.0,73,8628,5925.712328767123,0,0.0,0,0.0,73,155,95.32876712328769,324423,214889.86301369863,2242,2236.452054794521,73,66,4.315068493150685,0,0.0,0,0.0,73,108,88.82191780821918,305671,220165.23287671234,2242,2236.6438356164385,73,71,4.397260273972603,0,0.0,0,0.0,73,106,85.76712328767123,0,0.0,0,0.0,73,8126,6699.315068493151,0,0.0,0,0.0,73,55,27.164383561643834,0,0.0,0,0.0,73,247,116.0,0,0.0,0,0.0,73,96,39.28767123287671,0,0.0,0,0.0,73,185,143.36986301369862,0,0.0,0,0.0,73,55,40.80821917808219,0,0.0,0,0.0,73,592,288.2602739726028,3891734,641125.8630136986,425,425.0,73,154,25.410958904109588,0,0.0,0,0.0,1,5,18
application_1524838829941_1286,146642,1,1607,1607.0,0,0.0,0,0.0,73,8617,5946.054794520548,0,0.0,0,0.0,73,151,96.15068493150685,288230,213018.7397260274,2242,2236.452054794521,73,64,4.630136986301371,0,0.0,0,0.0,73,187,94.15068493150685,1088500,241715.60273972602,2242,2236.6438356164385,73,50,3.9315068493150687,0,0.0,0,0.0,73,109,87.27397260273973,0,0.0,0,0.0,73,8072,6733.863013698629,0,0.0,0,0.0,73,62,28.21917808219178,0,0.0,0,0.0,73,253,121.5068493150685,0,0.0,0,0.0,73,53,38.91780821917809,0,0.0,0,0.0,73,179,144.67123287671234,0,0.0,0,0.0,73,54,41.26027397260275,0,0.0,0,0.0,73,593,288.98630136986304,3343594,618953.2465753425,425,425.0,73,136,23.95890410958904,0,0.0,0,0.0,1,5,18
application_1524838829941_1152,146990,1,1722,1722.0,0,0.0,0,0.0,73,8580,5976.6164383561645,0,0.0,0,0.0,73,148,95.39726027397259,341569,214045.2602739726,2242,2236.452054794521,73,184,6.2465753424657535,0,0.0,0,0.0,73,301,93.7945205479452,348215,222764.61643835614,2242,2236.6438356164385,73,61,4.328767123287672,0,0.0,0,0.0,73,120,86.78082191780823,0,0.0,0,0.0,73,7993,6703.095890410959,0,0.0,0,0.0,73,56,27.54794520547945,0,0.0,0,0.0,73,278,117.71232876712328,0,0.0,0,0.0,73,50,37.84931506849315,0,0.0,0,0.0,73,178,144.17808219178082,0,0.0,0,0.0,73,74,40.972602739726035,0,0.0,0,0.0,73,600,287.7945205479452,3352769,616204.5205479453,425,425.0,73,170,25.71232876712329,0,0.0,0,0.0,1,5,18
application_1524838829941_1156,145887,1,1594,1594.0,0,0.0,0,0.0,73,8684,5970.821917808219,0,0.0,0,0.0,73,159,96.05479452054794,326483,213152.9589041096,2242,2236.452054794521,73,67,4.876712328767123,0,0.0,0,0.0,73,111,90.1917808219178,322002,227997.2602739726,2242,2236.6438356164385,73,57,4.0410958904109595,0,0.0,0,0.0,73,117,86.71232876712328,0,0.0,0,0.0,73,8105,6699.013698630137,0,0.0,0,0.0,73,54,27.50684931506849,0,0.0,0,0.0,73,244,116.36986301369863,0,0.0,0,0.0,73,65,38.42465753424658,0,0.0,0,0.0,73,269,146.2602739726027,0,0.0,0,0.0,73,73,39.342465753424655,0,0.0,0,0.0,73,590,289.5342465753425,3359567,618426.6438356164,425,425.0,73,158,26.534246575342465,0,0.0,0,0.0,1,5,18
application_1524838829941_0883,258757,1,1716,1716.0,0,0.0,0,0.0,146,8432,5779.863013698629,0,0.0,0,0.0,146,181,93.58904109589041,418331,213777.8219178082,2243,2236.3561643835615,146,94,4.226027397260274,0,0.0,0,0.0,146,120,91.63698630136986,387087,220715.05479452052,2242,2236.5890410958905,146,96,4.082191780821918,0,0.0,0,0.0,146,126,87.03424657534245,0,0.0,0,0.0,146,8159,6660.719178082192,0,0.0,0,0.0,146,56,25.863013698630137,0,0.0,0,0.0,146,879,114.26712328767124,0,0.0,0,0.0,146,53,37.56164383561644,0,0.0,0,0.0,146,301,182.85616438356163,0,0.0,0,0.0,146,55,40.390410958904106,0,0.0,0,0.0,146,770,366.6917808219178,3836859,472118.4520547945,662,661.9726027397261,146,187,21.32191780821918,0,0.0,0,0.0,1,10,18
application_1524838829941_1017,257474,1,1723,1723.0,0,0.0,0,0.0,146,8873,5788.801369863014,0,0.0,0,0.0,146,150,93.16438356164385,346254,217452.26712328766,2243,2236.3561643835615,146,96,4.363013698630136,0,0.0,0,0.0,146,162,88.34246575342466,315279,210087.3561643836,2242,2236.5890410958905,146,85,3.9726027397260273,0,0.0,0,0.0,146,124,84.83561643835617,0,0.0,0,0.0,146,8105,6719.561643835616,0,0.0,0,0.0,146,66,26.089041095890412,0,0.0,0,0.0,146,686,111.1986301369863,0,0.0,0,0.0,146,79,36.67808219178081,0,0.0,0,0.0,146,788,186.65753424657532,0,0.0,0,0.0,146,64,38.85616438356164,0,0.0,0,0.0,146,685,366.472602739726,4257107,472041.9726027397,662,661.9726027397261,146,788,27.301369863013697,0,0.0,0,0.0,1,10,18
application_1524838829941_1015,255529,1,1732,1732.0,0,0.0,0,0.0,146,8667,5801.801369863014,0,0.0,0,0.0,146,164,94.95205479452056,394271,224578.26712328766,2243,2236.3561643835615,146,87,4.198630136986302,0,0.0,0,0.0,146,112,89.89041095890411,411990,213044.68493150684,2242,2236.5890410958905,146,79,3.7465753424657535,0,0.0,0,0.0,146,109,86.10273972602741,0,0.0,0,0.0,146,8503,6635.04794520548,0,0.0,0,0.0,146,57,25.63013698630137,0,0.0,0,0.0,146,257,108.47260273972604,0,0.0,0,0.0,146,60,37.11643835616439,0,0.0,0,0.0,146,233,180.24657534246572,0,0.0,0,0.0,146,55,39.64383561643836,0,0.0,0,0.0,146,674,370.0479452054794,3759352,466964.4657534247,662,661.9726027397261,146,235,23.80821917808219,0,0.0,0,0.0,1,10,18
application_1524838829941_0881,260190,1,1711,1711.0,0,0.0,0,0.0,146,9005,5810.109589041096,0,0.0,0,0.0,146,149,93.0958904109589,364337,212736.2191780822,2243,2236.3561643835615,146,91,3.993150684931507,0,0.0,0,0.0,146,150,92.04109589041096,316164,215535.11643835614,2242,2236.5890410958905,146,90,4.130136986301371,0,0.0,0,0.0,146,157,89.0,0,0.0,0,0.0,146,8543,6718.308219178082,0,0.0,0,0.0,146,56,25.64383561643836,0,0.0,0,0.0,146,272,107.04794520547944,0,0.0,0,0.0,146,51,36.64383561643836,0,0.0,0,0.0,146,282,183.20547945205482,0,0.0,0,0.0,146,620,46.80821917808219,0,0.0,0,0.0,146,724,366.7534246575343,3445924,470205.4931506849,662,661.9726027397261,146,186,20.904109589041095,0,0.0,0,0.0,1,10,18
application_1524838829941_0885,260484,1,1717,1717.0,0,0.0,0,0.0,146,8504,5756.726027397261,0,0.0,0,0.0,146,185,93.1917808219178,502114,223566.30821917808,2243,2236.3561643835615,146,88,4.328767123287672,0,0.0,0,0.0,146,828,96.21232876712328,344836,220492.7876712329,2242,2236.5890410958905,146,93,4.130136986301371,0,0.0,0,0.0,146,578,91.3013698630137,0,0.0,0,0.0,146,8976,6738.027397260274,0,0.0,0,0.0,146,62,25.226027397260275,0,0.0,0,0.0,146,232,105.45205479452056,0,0.0,0,0.0,146,60,36.19178082191781,0,0.0,0,0.0,146,234,182.7123287671233,0,0.0,0,0.0,146,62,39.636986301369866,0,0.0,0,0.0,146,694,365.58219178082186,4252244,459590.1301369863,662,661.9726027397261,146,217,21.93835616438357,0,0.0,0,0.0,1,10,18
application_1524838829941_1019,256290,1,1589,1589.0,0,0.0,0,0.0,146,8532,5759.075342465753,0,0.0,0,0.0,146,181,94.0068493150685,315011,227669.3493150685,2243,2236.3561643835615,146,97,4.205479452054795,0,0.0,0,0.0,146,125,88.89726027397259,348431,221945.3904109589,2242,2236.5890410958905,146,100,3.9794520547945207,0,0.0,0,0.0,146,124,86.2945205479452,0,0.0,0,0.0,146,8045,6638.363013698629,0,0.0,0,0.0,146,72,25.56849315068493,0,0.0,0,0.0,146,693,112.513698630137,0,0.0,0,0.0,146,66,37.027397260273965,0,0.0,0,0.0,146,217,180.3013698630137,0,0.0,0,0.0,146,92,39.815068493150676,0,0.0,0,0.0,146,682,366.054794520548,3396914,458343.88356164383,662,661.9726027397261,146,225,21.97945205479452,0,0.0,0,0.0,1,10,18
application_1524838829941_0921,174469,1,1718,1718.0,0,0.0,0,0.0,146,9194,6040.438356164384,0,0.0,0,0.0,146,200,100.53424657534245,346715,226547.87671232875,2243,2236.3561643835615,146,118,5.465753424657534,0,0.0,0,0.0,146,136,93.75342465753424,495492,242350.17123287672,2242,2236.5890410958905,146,120,5.089041095890411,0,0.0,0,0.0,146,154,91.08904109589041,0,0.0,0,0.0,146,9170,6919.2054794520545,0,0.0,0,0.0,146,67,28.773972602739725,0,0.0,0,0.0,146,328,118.4041095890411,0,0.0,0,0.0,146,68,39.335616438356155,0,0.0,0,0.0,146,295,190.7328767123288,0,0.0,0,0.0,146,67,40.88356164383561,0,0.0,0,0.0,146,779,384.513698630137,4811401,614392.0753424658,662,661.9726027397261,146,263,32.445205479452056,0,0.0,0,0.0,1,10,30
application_1524838829941_0919,174408,1,1734,1734.0,0,0.0,0,0.0,146,9268,6080.575342465753,0,0.0,0,0.0,146,231,101.3082191780822,395205,231428.19178082192,2243,2236.3561643835615,146,186,6.2397260273972615,0,0.0,0,0.0,146,143,96.82191780821918,364811,241897.2260273973,2242,2236.5890410958905,146,127,5.493150684931507,0,0.0,0,0.0,146,174,94.03424657534245,0,0.0,0,0.0,146,8369,6919.787671232877,0,0.0,0,0.0,146,64,27.726027397260275,0,0.0,0,0.0,146,284,119.32191780821918,0,0.0,0,0.0,146,131,40.876712328767134,0,0.0,0,0.0,146,266,187.37671232876716,0,0.0,0,0.0,146,61,41.54794520547946,0,0.0,0,0.0,146,835,391.35616438356163,3935895,611784.6369863014,662,661.9726027397261,146,285,34.006849315068486,0,0.0,0,0.0,1,10,30
application_1524838829941_1055,172765,1,1746,1746.0,0,0.0,0,0.0,146,8862,5996.869863013699,0,0.0,0,0.0,146,219,102.05479452054794,420540,232255.0890410959,2243,2236.3561643835615,146,123,5.383561643835616,0,0.0,0,0.0,146,125,91.38356164383562,329155,235583.32876712328,2242,2236.5890410958905,146,111,5.2465753424657535,0,0.0,0,0.0,146,134,89.44520547945206,0,0.0,0,0.0,146,8295,6915.253424657534,0,0.0,0,0.0,146,93,29.150684931506852,0,0.0,0,0.0,146,326,120.25342465753424,0,0.0,0,0.0,146,63,39.767123287671225,0,0.0,0,0.0,146,267,189.87671232876716,0,0.0,0,0.0,146,55,41.48630136986301,0,0.0,0,0.0,146,735,384.8630136986301,4377193,607045.4520547945,662,661.9726027397261,146,254,32.30821917808219,0,0.0,0,0.0,1,10,30
application_1524838829941_1051,173021,1,1727,1727.0,0,0.0,0,0.0,146,8908,6008.315068493151,0,0.0,0,0.0,146,161,98.43150684931507,388331,224318.27397260274,2243,2236.3561643835615,146,113,5.3356164383561655,0,0.0,0,0.0,146,134,95.52739726027396,438110,230841.3698630137,2242,2236.5890410958905,146,103,5.082191780821918,0,0.0,0,0.0,146,133,90.55479452054794,0,0.0,0,0.0,146,9392,7001.493150684932,0,0.0,0,0.0,146,65,28.54109589041096,0,0.0,0,0.0,146,320,117.5958904109589,0,0.0,0,0.0,146,68,40.46575342465753,0,0.0,0,0.0,146,250,189.97260273972603,0,0.0,0,0.0,146,55,42.03424657534247,0,0.0,0,0.0,146,734,387.0342465753425,4777709,621667.0,662,661.9726027397261,146,294,31.97945205479452,0,0.0,0,0.0,1,10,30
application_1524838829941_0917,177004,1,1580,1580.0,0,0.0,0,0.0,146,9218,6056.438356164384,0,0.0,0,0.0,146,222,99.66438356164385,336235,219572.11643835614,2243,2236.3561643835615,146,107,5.3424657534246585,0,0.0,0,0.0,146,207,94.10958904109587,434805,236900.42465753425,2242,2236.5890410958905,146,97,5.1506849315068495,0,0.0,0,0.0,146,139,91.15753424657534,0,0.0,0,0.0,146,8453,6914.143835616438,0,0.0,0,0.0,146,67,28.30821917808219,0,0.0,0,0.0,146,308,121.61643835616438,0,0.0,0,0.0,146,111,41.753424657534254,0,0.0,0,0.0,146,295,195.2328767123288,0,0.0,0,0.0,146,57,42.965753424657535,0,0.0,0,0.0,146,931,391.6575342465753,4397908,635179.9726027397,662,661.9726027397261,146,261,32.7054794520548,0,0.0,0,0.0,1,10,30
application_1524838829941_1053,171740,1,1731,1731.0,0,0.0,0,0.0,146,9559,6002.04794520548,0,0.0,0,0.0,146,191,97.2945205479452,429608,222305.25342465754,2243,2236.3561643835615,146,122,6.0479452054794525,0,0.0,0,0.0,146,121,92.76712328767124,374929,240331.2054794521,2242,2236.5890410958905,146,124,5.315068493150685,0,0.0,0,0.0,146,135,89.71917808219177,0,0.0,0,0.0,146,8805,6916.082191780822,0,0.0,0,0.0,146,66,28.45890410958904,0,0.0,0,0.0,146,255,119.17123287671231,0,0.0,0,0.0,146,104,39.705479452054796,0,0.0,0,0.0,146,264,187.986301369863,0,0.0,0,0.0,146,58,40.630136986301366,0,0.0,0,0.0,146,718,385.2945205479452,4532871,630306.301369863,662,661.9726027397261,146,265,32.226027397260275,0,0.0,0,0.0,1,10,30
