Lambda,warm_service_time,cold_service_time,expiration_time,ave_response_time
0.675730708295774,0.226870932782831,0.276872529860261,600,0.226900709756117
0.291869795739667,0.366712886652087,0.441302136520724,600,0.366892186800579
0.587392773357236,1.04667163527025,1.3016745020252,600,1.04703315730567
0.591699461058653,2.97990950735857,3.55515365832715,600,2.98096888275376
0.491800904612257,2.80594763492857,3.30862660730995,600,2.80698180995053
0.389379992379767,3.72633964586313,4.63416888608824,600,3.7287858563765
0.49132494557001,2.56108156755839,3.0728036147824,600,2.56211478431785
0.145679700497162,3.35005035869613,4.14755442298852,600,3.35460538330759
0.469605357285216,2.86958240487279,3.35067481704062,600,2.87061595012374
0.379986534651235,1.07941546852526,1.31882748953604,600,1.07990773396746
0.275238930457918,3.31961073286108,4.04188925824407,600,3.32208452486591
0.619296046739358,2.26597258176852,2.74567358510201,600,2.26675299792768
0.271085863901858,2.29835296539349,2.69398965804434,600,2.29951276936442
0.662403591063461,1.04627409819693,1.2660572452648,600,1.04655317528196
0.324848336221213,3.6198494101431,4.40237145274859,600,3.62226461852806
0.332248985582037,2.65696633280379,3.29912966253076,600,2.65873916612013
0.637220448790177,3.62525784239259,4.31702932014323,600,3.62655255787519
0.266979817012956,0.955234960759478,1.19151432600281,600,0.955721571930586
0.638639631260008,3.14656054744753,3.89062527941999,600,3.14789109351202
0.440242637879096,1.29208849362965,1.52808656168132,600,1.29249244714429
0.143843217539633,1.76439381761285,2.19647052802561,600,1.76645997570788
0.103520842751024,3.88415981183087,4.83188318310128,600,3.89086253668348
0.561588822703872,3.79894048698432,4.68474239188009,600,3.80079938729569
0.487099033750753,1.69679342209669,1.9862922847229,600,1.69730647655712
0.224225833223117,3.7869609334106,4.64194485415994,600,3.79054439817706
0.180265228666773,0.304633593097784,0.368080309366885,600,0.304723849752486
0.312322184606372,0.521976023069858,0.647653857555209,600,0.522223322385661
0.179420637357822,3.30611364283847,4.13089585628656,600,3.31003276205768
0.378379096804294,1.38905131460652,1.64479939959426,600,1.38954385089754
0.685347583453417,1.80664031295023,2.1362349198355,600,1.80709886445099
0.272433668047854,2.50919975352693,2.96689884560375,600,2.51060193412208
0.452820414949052,3.9492481621159,4.67140888326273,600,3.95103921414216
0.691213613450252,3.89502004980719,4.64112588491028,600,3.89637840821211
0.435951124643029,1.50797018483509,1.7655201088303,600,1.50846847159095
0.678697423087882,3.88629042262235,4.64954977213376,600,3.88769826220364
0.227444860227071,0.516839158383276,0.616083520173871,600,0.517140901436946
0.292317310895282,1.78068409268501,2.18953434983916,600,1.78176710077161
0.338143401649574,1.77845056771804,2.19204711909024,600,1.7793975058037
0.521964197067494,2.56177195429442,3.00276766918319,600,2.56261420231322
0.3248157059465,3.01443372131379,3.69260498807214,600,3.01637265421955
0.218813372838087,1.26613363961057,1.54825682361884,600,1.26688278585311
0.554873822690947,1.35212861125048,1.60165520919931,600,1.35251274092464
0.174522721441638,1.99802080284747,2.41844225873926,600,1.99962553381186
0.304232674537116,1.4550539534739,1.77653307615215,600,1.45590141501246
0.339174709530954,0.520606448035112,0.647041674588379,600,0.520808474780224
0.425199624633605,2.45141358868556,2.88640371666366,600,2.45237282671366
0.233737026313242,0.377305033160405,0.449042524427185,600,0.377471687538073
0.304725975492551,1.03714628945467,1.25865112626192,600,1.03764612494107
0.503623029391483,2.21085555645967,2.63907479238316,600,2.21167807655692
0.160004582687069,0.981291404553693,1.19421357841209,600,0.982265354565591
0.44653831479737,1.07051198645624,1.26347186379808,600,1.07081556375761
0.54806941830479,0.315023926563152,0.380265938542628,600,0.315075318896808
0.616906485689663,1.8965378028593,2.31476251356604,600,1.8971884295259
0.197059290865042,3.82420218308314,4.68571761854788,600,3.82806013201029
0.469161567255559,1.62003140044363,1.9747106309067,600,1.62069404113026
0.104595594331372,3.47994310451431,4.27625874616629,600,3.48539528152975
0.17981624411643,1.69439068576297,1.99700119159804,600,1.69542882158314
0.188533883667797,2.08406111864115,2.51593342793291,600,2.08576673743782
0.674625298950785,0.325910819530066,0.400256211182317,600,0.325977231634492
0.565398079199288,3.44471304484727,4.03343303956924,600,3.44589374880585
0.13269001004794,0.379932459557405,0.449097283502714,600,0.380081310291558
0.336946587946079,1.32261275008287,1.6398940706601,600,1.323349246289
0.676780935190511,3.35019923956098,3.96821785976009,600,3.3512759411682
0.271111192294248,1.43601882674234,1.67630473814813,600,1.43671999196345
0.641140034404012,2.57319223945594,3.14081084542691,600,2.57413563834251
0.637103996766123,1.13756081582673,1.38528286936461,600,1.13788664003041
0.402990996686724,0.863858641298345,1.05202194516,600,0.864224669529151
0.111966074904915,1.21595811604622,1.48136530972258,600,1.21733314747629
0.411739347802554,2.66045582679183,3.15824092642952,600,2.66162076168756
0.584128569969075,1.76498738437042,2.18833826605213,600,1.76566503348066
0.461556914876338,1.76617720147227,2.16788758874956,600,1.7669367262366
0.356314891906192,2.54901078045164,3.00317735546771,600,2.55016827462754
0.649401274981141,1.34337812915219,1.58587674969677,600,1.34369414689133
0.242018466502531,1.0602390597749,1.27682588121454,600,1.06073873894705
0.104093698306029,1.98031522016118,2.47371516950834,600,1.98389964438302
0.199052276119004,1.42412232400455,1.71655828123423,600,1.42499470536131
0.56684456246871,3.47822059408613,4.15452273620923,600,3.47958085690658
0.106986959719755,1.00099743602328,1.23019356124112,600,1.00193035385815
0.640481311197901,1.77293864902635,2.08439263584089,600,1.77340250924507
0.561928706001608,1.06359947508439,1.2567773480829,600,1.06387885872244
0.638362287153894,1.39592145717657,1.70511002593368,600,1.39633640897604
0.571201088690004,3.44510611203006,4.16118199313964,600,3.44653362700973
0.353595626788875,1.29997596278622,1.53079544210102,600,1.30047345926888
0.651269488538281,2.58142402879585,3.12201835940608,600,2.58231040175401
0.356264539921983,1.18606918356237,1.45176562450844,600,1.18665493087055
0.198015195085235,2.14198171209509,2.59046462568664,600,2.14378265913748
0.583167011711705,0.923318137556125,1.14696480363472,600,0.923603665030372
0.523467043025202,1.48079326812384,1.74244311312869,600,1.48122237773151
0.250540606092913,0.440475122501361,0.545243908447089,600,0.440761684412077
0.159226228081547,0.49308756117081,0.577409671357998,600,0.493282299230477
0.532506738326535,1.70038251928109,2.09633863258458,600,1.7010274092841
0.483615278027421,0.83935036260034,0.994605503149877,600,0.839584768459763
0.12377748743635,3.87472627240808,4.54236814357906,600,3.8790944576645
0.371953960285448,2.91905038446074,3.64148227181993,600,2.92091527177898
0.249795621294017,0.633383908390081,0.760424885278796,600,0.63374044319398
0.173721570388466,1.76312140986619,2.15955143442623,600,1.76453888682234
0.296994232812752,0.518074147631877,0.628796649390372,600,0.518321297000936
0.190565225701709,2.87675103972573,3.4670788296586,600,2.8793756736841
0.261768247016146,3.31504286708873,4.03902628209783,600,3.31764334880728
0.2995063322784,0.624880547481618,0.75055529698826,600,0.625115534407505
0.284068899595884,2.54317338482641,3.00634325231232,600,2.54458687680865
0.507009363113172,0.341497802239943,0.419585580735774,600,0.341565686732341
0.684610452984252,1.20587198270617,1.4137450685986,600,1.20612206580978
0.371285913792191,2.86775187317293,3.56538641614733,600,2.86953748123992
0.518367716798061,0.599501196150376,0.706943368497071,600,0.599660638365305
0.431601974310403,3.08593182379848,3.78365810543092,600,3.08757378306512
0.4144946586854,3.34047502361963,3.9238071616165,600,3.34192242926511
0.251399947384676,3.31183336783067,4.12577297801091,600,3.31484610341874
0.454584288995678,0.320072291562884,0.395491851887768,600,0.320160566472916
0.648075060589069,3.02231606618442,3.67201790338497,600,3.02344750713208
0.527547940487735,0.592588395955346,0.721174187461039,600,0.592776446358347
0.417245270928126,0.410735437808541,0.496200043311213,600,0.410834931185047
0.296984060517172,3.99794421879556,4.90788428378778,600,4.00103956063408
0.507487241809464,3.52245877066219,4.13156201650161,600,3.52379088952493
0.631536134393909,2.3859975114052,2.82744706675513,600,2.38672518941729
0.25913069297971,3.66856068525648,4.57219330340379,600,3.67188718318095
