nThreads,trial_multiplier,exec_time_ms
4,2,11725.0
3,6,47208.0
5,1,4510.0
8,1,4309.0
6,6,23011.0
2,1,10955.0
8,5,15101.0
5,1,4484.0
6,3,12219.0
8,1,3316.0
8,1,4171.0
4,4,22276.0
2,3,33546.0
7,4,13925.0
4,2,11831.0
2,5,55269.0
7,6,22072.0
1,6,132868.0
1,1,22986.0
4,1,5893.0
5,6,31071.0
4,5,27526.0
2,6,63903.0
6,4,16781.0
8,1,4120.0
5,2,9657.0
1,4,86331.0
5,3,14515.0
3,1,7651.0
8,1,4373.0
5,4,18654.0
8,6,18083.0
6,1,4088.0
2,2,23142.0
