nThreads,trial_multiplier,exec_time_ms
2,2,23142.0
4,2,11725.0
8,1,4120.0
4,2,11831.0
2,1,10955.0
4,4,22276.0
8,1,4171.0
8,1,4309.0
4,5,27526.0
5,1,4510.0
8,6,18083.0
5,1,4484.0
6,1,4088.0
8,5,15101.0
1,1,22986.0
5,4,18654.0
8,1,4373.0
