run,applicationCompletionTime,applicationDeltaBeforeComputing,jobCompletionTime_J0,jobCompletionTime_J1,jobCompletionTime_J10,jobCompletionTime_J11,jobCompletionTime_J2,jobCompletionTime_J3,jobCompletionTime_J4,jobCompletionTime_J5,jobCompletionTime_J6,jobCompletionTime_J7,jobCompletionTime_J8,jobCompletionTime_J9,nTask_S0,maxTask_S0,avgTask_S0,SHmax_S0,SHavg_S0,Bmax_S0,Bavg_S0,nTask_S1,maxTask_S1,avgTask_S1,SHmax_S1,SHavg_S1,Bmax_S1,Bavg_S1,nTask_S10,maxTask_S10,avgTask_S10,SHmax_S10,SHavg_S10,Bmax_S10,Bavg_S10,nTask_S11,maxTask_S11,avgTask_S11,SHmax_S11,SHavg_S11,Bmax_S11,Bavg_S11,nTask_S12,maxTask_S12,avgTask_S12,SHmax_S12,SHavg_S12,Bmax_S12,Bavg_S12,nTask_S13,maxTask_S13,avgTask_S13,SHmax_S13,SHavg_S13,Bmax_S13,Bavg_S13,nTask_S14,maxTask_S14,avgTask_S14,SHmax_S14,SHavg_S14,Bmax_S14,Bavg_S14,nTask_S2,maxTask_S2,avgTask_S2,SHmax_S2,SHavg_S2,Bmax_S2,Bavg_S2,nTask_S3,maxTask_S3,avgTask_S3,SHmax_S3,SHavg_S3,Bmax_S3,Bavg_S3,nTask_S4,maxTask_S4,avgTask_S4,SHmax_S4,SHavg_S4,Bmax_S4,Bavg_S4,nTask_S5,maxTask_S5,avgTask_S5,SHmax_S5,SHavg_S5,Bmax_S5,Bavg_S5,nTask_S6,maxTask_S6,avgTask_S6,SHmax_S6,SHavg_S6,Bmax_S6,Bavg_S6,nTask_S7,maxTask_S7,avgTask_S7,SHmax_S7,SHavg_S7,Bmax_S7,Bavg_S7,nTask_S8,maxTask_S8,avgTask_S8,SHmax_S8,SHavg_S8,Bmax_S8,Bavg_S8,nTask_S9,maxTask_S9,avgTask_S9,SHmax_S9,SHavg_S9,Bmax_S9,Bavg_S9,users,dataSize,nContainers
application_1524838829941_0814,206980,23400,3145,74688,1454,1191,86676,665,2056,703,2500,671,5665,1677,1,1911,1911.0,0,0.0,0,0.0,219,10045,6313.58904109589,0,0.0,0,0.0,219,221,106.73059360730593,576565,250460.53881278538,2242,2236.4657534246576,219,149,6.406392694063927,0,0.0,0,0.0,219,134,93.67579908675799,352795,236303.46575342465,2242,2236.5981735159817,219,162,6.164383561643835,0,0.0,0,0.0,219,153,90.87214611872146,0,0.0,0,0.0,219,9258,7463.347031963471,0,0.0,0,0.0,219,78,29.488584474885844,0,0.0,0,0.0,219,647,131.07305936073058,0,0.0,0,0.0,219,73,41.77168949771689,0,0.0,0,0.0,219,378,193.8904109589041,0,0.0,0,0.0,219,62,43.073059360730596,0,0.0,0,0.0,219,872,405.26940639269407,4918962,612771.2785388128,708,707.4657534246576,219,380,35.67123287671233,0,0.0,0,0.0,1,27,40
application_1524838829941_0680,207130,25874,2988,74515,1484,1527,83711,745,2009,765,2381,998,5816,1733,1,1734,1734.0,0,0.0,0,0.0,219,10072,6302.7899543379,0,0.0,0,0.0,219,248,102.85388127853881,408426,231202.68493150684,2242,2236.4657534246576,219,255,7.031963470319635,0,0.0,0,0.0,219,163,97.50228310502283,483428,240661.96803652967,2242,2236.5981735159817,219,156,6.557077625570776,0,0.0,0,0.0,219,527,95.98173515981735,0,0.0,0,0.0,219,9600,7393.890410958904,0,0.0,0,0.0,219,79,30.15068493150685,0,0.0,0,0.0,219,519,132.74429223744292,0,0.0,0,0.0,219,82,43.55251141552512,0,0.0,0,0.0,219,316,192.12785388127853,0,0.0,0,0.0,219,76,43.210045662100455,0,0.0,0,0.0,219,792,401.5981735159817,4555101,596398.5616438356,708,707.4657534246576,219,1016,41.06849315068493,0,0.0,0,0.0,1,27,40
application_1524838829941_0816,205816,25040,2759,74354,1482,1266,84155,619,1741,778,2468,658,5856,2029,1,1586,1586.0,0,0.0,0,0.0,219,10472,6302.200913242009,0,0.0,0,0.0,219,662,106.79452054794521,442525,230711.30593607307,2242,2236.4657534246576,219,231,6.940639269406392,0,0.0,0,0.0,219,137,96.22831050228311,350047,228117.0091324201,2242,2236.5981735159817,219,165,6.534246575342466,0,0.0,0,0.0,219,169,96.53424657534246,0,0.0,0,0.0,219,10044,7330.940639269406,0,0.0,0,0.0,219,73,29.771689497716896,0,0.0,0,0.0,219,316,125.48401826484019,0,0.0,0,0.0,219,84,43.76255707762557,0,0.0,0,0.0,219,349,195.4703196347032,0,0.0,0,0.0,219,59,42.726027397260275,0,0.0,0,0.0,219,850,411.26940639269407,4837821,610716.3333333334,708,707.4657534246576,219,417,36.89497716894977,0,0.0,0,0.0,1,27,40
application_1524838829941_0682,202100,23196,2766,73358,1959,1521,83111,620,1766,811,2358,713,5330,1918,1,1590,1590.0,0,0.0,0,0.0,219,11025,6268.885844748858,0,0.0,0,0.0,219,206,103.04109589041096,601776,236970.49771689498,2242,2236.4657534246576,219,146,6.219178082191781,0,0.0,0,0.0,219,692,102.91780821917808,524830,235735.92694063927,2242,2236.5981735159817,219,163,6.392694063926941,0,0.0,0,0.0,219,494,95.43835616438356,0,0.0,0,0.0,219,9624,7289.977168949772,0,0.0,0,0.0,219,73,30.23744292237443,0,0.0,0,0.0,219,317,125.78995433789954,0,0.0,0,0.0,219,98,43.50684931506849,0,0.0,0,0.0,219,314,191.9406392694064,0,0.0,0,0.0,219,88,43.84931506849315,0,0.0,0,0.0,219,778,404.91324200913243,5324154,607639.6027397261,708,707.4657534246576,219,392,37.76255707762557,0,0.0,0,0.0,1,27,40
application_1524838829941_0678,206041,24860,2939,74977,1904,1285,83603,640,1838,725,2391,681,5373,2262,1,1609,1609.0,0,0.0,0,0.0,219,10058,6312.13698630137,0,0.0,0,0.0,219,811,115.64840182648402,627107,242715.86757990866,2242,2236.4657534246576,219,247,6.410958904109589,0,0.0,0,0.0,219,244,101.15981735159818,493511,240128.04109589042,2242,2236.5981735159817,219,163,6.904109589041096,0,0.0,0,0.0,219,164,97.94977168949772,0,0.0,0,0.0,219,9476,7307.922374429224,0,0.0,0,0.0,219,110,30.004566210045663,0,0.0,0,0.0,219,369,127.01369863013699,0,0.0,0,0.0,219,79,42.42922374429224,0,0.0,0,0.0,219,340,194.73972602739727,0,0.0,0,0.0,219,74,43.45205479452055,0,0.0,0,0.0,219,866,406.71232876712327,10943493,647100.2374429224,708,707.4657534246576,219,385,36.178082191780824,0,0.0,0,0.0,1,27,40
application_1524838829941_0812,203773,24535,2708,73577,1426,1209,82837,1001,2424,825,2388,1059,5669,1617,1,1601,1601.0,0,0.0,0,0.0,219,9983,6287.821917808219,0,0.0,0,0.0,219,199,101.40639269406392,543200,235747.83561643836,2242,2236.4657534246576,219,249,6.71689497716895,0,0.0,0,0.0,219,158,94.52054794520548,494853,239362.5707762557,2242,2236.5981735159817,219,154,6.287671232876712,0,0.0,0,0.0,219,146,90.22831050228311,0,0.0,0,0.0,219,9810,7317.7168949771685,0,0.0,0,0.0,219,84,32.136986301369866,0,0.0,0,0.0,219,731,143.42465753424656,0,0.0,0,0.0,219,102,44.05936073059361,0,0.0,0,0.0,219,315,192.42465753424656,0,0.0,0,0.0,219,129,45.63013698630137,0,0.0,0,0.0,219,831,403.1598173515982,4609509,596643.506849315,708,707.4657534246576,219,377,36.32420091324201,0,0.0,0,0.0,1,27,40
application_1524838829941_1027,220662,19982,2750,83025,2039,1350,93715,615,2265,788,2680,730,6141,2093,1,1754,1754.0,0,0.0,0,0.0,146,9150,5887.602739726028,0,0.0,0,0.0,146,613,101.82876712328768,380993,223863.05479452055,2243,2236.3561643835615,146,100,4.636986301369863,0,0.0,0,0.0,146,620,96.32191780821918,383704,228883.8904109589,2242,2236.5890410958905,146,123,4.691780821917808,0,0.0,0,0.0,146,123,87.54794520547945,0,0.0,0,0.0,146,8198,6810.123287671233,0,0.0,0,0.0,146,62,26.445205479452056,0,0.0,0,0.0,146,608,114.94520547945206,0,0.0,0,0.0,146,94,39.23287671232877,0,0.0,0,0.0,146,242,182.46575342465752,0,0.0,0,0.0,146,79,39.86986301369863,0,0.0,0,0.0,146,712,374.8082191780822,4330587,534097.095890411,662,661.972602739726,146,728,48.794520547945204,0,0.0,0,0.0,1,18,22
application_1524838829941_0895,222910,20557,3331,83871,1567,1309,94500,642,1817,753,2736,713,6865,1664,1,2326,2326.0,0,0.0,0,0.0,146,8954,5874.534246575343,0,0.0,0,0.0,146,156,93.82191780821918,3111380,240863.57534246575,2243,2236.3561643835615,146,100,4.513698630136986,0,0.0,0,0.0,146,115,88.81506849315069,595701,223244.03424657535,2242,2236.5890410958905,146,100,4.465753424657534,0,0.0,0,0.0,146,107,84.9041095890411,0,0.0,0,0.0,146,8667,6759.95205479452,0,0.0,0,0.0,146,65,26.39041095890411,0,0.0,0,0.0,146,234,110.3972602739726,0,0.0,0,0.0,146,75,38.16438356164384,0,0.0,0,0.0,146,232,182.25342465753425,0,0.0,0,0.0,146,67,39.64383561643836,0,0.0,0,0.0,146,682,372.67123287671234,3495115,512092.98630136985,662,661.972602739726,146,769,65.45205479452055,0,0.0,0,0.0,1,18,22
application_1524838829941_1031,220569,20255,2741,83795,1564,1302,94248,605,1778,723,2707,739,5869,1650,1,1724,1724.0,0,0.0,0,0.0,146,8943,5876.445205479452,0,0.0,0,0.0,146,149,92.86986301369863,427643,223973.48630136985,2243,2236.3561643835615,146,112,4.657534246575342,0,0.0,0,0.0,146,124,89.8082191780822,322902,224814.46575342465,2242,2236.5890410958905,146,101,4.301369863013699,0,0.0,0,0.0,146,127,86.17123287671232,0,0.0,0,0.0,146,8308,6696.726027397261,0,0.0,0,0.0,146,65,25.965753424657535,0,0.0,0,0.0,146,297,109.9041095890411,0,0.0,0,0.0,146,83,37.582191780821915,0,0.0,0,0.0,146,227,182.4041095890411,0,0.0,0,0.0,146,56,40.602739726027394,0,0.0,0,0.0,146,754,376.52054794520546,4455747,536735.7739726028,662,661.972602739726,146,240,24.054794520547944,0,0.0,0,0.0,1,18,22
application_1524838829941_0897,221312,20838,2891,82943,1543,1371,93457,665,2352,845,3327,792,5838,1672,1,1609,1609.0,0,0.0,0,0.0,146,9062,5838.6506849315065,0,0.0,0,0.0,146,161,95.51369863013699,312646,218018.8219178082,2243,2236.3561643835615,146,103,4.513698630136986,0,0.0,0,0.0,146,106,89.66438356164383,305110,214413.06164383562,2242,2236.5890410958905,146,94,4.438356164383562,0,0.0,0,0.0,146,122,86.71232876712328,0,0.0,0,0.0,146,8369,6744.390410958904,0,0.0,0,0.0,146,60,27.184931506849313,0,0.0,0,0.0,146,728,125.86301369863014,0,0.0,0,0.0,146,77,38.60958904109589,0,0.0,0,0.0,146,812,190.486301369863,0,0.0,0,0.0,146,89,42.486301369863014,0,0.0,0,0.0,146,754,378.02054794520546,4467621,529752.5479452055,662,661.972602739726,146,208,24.164383561643834,0,0.0,0,0.0,1,18,22
application_1524838829941_1029,222603,20979,2806,83197,1525,1305,95565,626,2280,751,2670,739,6133,1600,1,1734,1734.0,0,0.0,0,0.0,146,9028,5905.609589041096,0,0.0,0,0.0,146,152,93.76712328767124,773210,227627.81506849316,2243,2236.3561643835615,146,131,4.801369863013699,0,0.0,0,0.0,146,110,90.16438356164383,327515,220221.05479452055,2242,2236.5890410958905,146,97,4.198630136986301,0,0.0,0,0.0,146,165,87.08219178082192,0,0.0,0,0.0,146,8114,6811.321917808219,0,0.0,0,0.0,146,59,26.061643835616437,0,0.0,0,0.0,146,675,115.66438356164383,0,0.0,0,0.0,146,59,38.445205479452056,0,0.0,0,0.0,146,228,182.45890410958904,0,0.0,0,0.0,146,49,40.342465753424655,0,0.0,0,0.0,146,1272,380.25342465753425,4532398,532069.8219178083,662,661.972602739726,146,236,24.198630136986303,0,0.0,0,0.0,1,18,22
application_1524838829941_0893,221843,20922,2741,83790,2160,1329,93212,1085,1749,817,2685,750,5761,1630,1,1589,1589.0,0,0.0,0,0.0,146,8578,5895.938356164384,0,0.0,0,0.0,146,152,93.6027397260274,330738,213564.4315068493,2243,2236.3561643835615,146,110,4.636986301369863,0,0.0,0,0.0,146,189,92.72602739726027,396857,225816.49315068492,2242,2236.5890410958905,146,110,4.390410958904109,0,0.0,0,0.0,146,142,86.63698630136986,0,0.0,0,0.0,146,8899,6723.869863013699,0,0.0,0,0.0,146,60,26.78767123287671,0,0.0,0,0.0,146,244,109.5958904109589,0,0.0,0,0.0,146,70,38.24657534246575,0,0.0,0,0.0,146,229,182.08904109589042,0,0.0,0,0.0,146,58,40.273972602739725,0,0.0,0,0.0,146,732,373.14383561643837,4584187,525555.294520548,662,661.972602739726,146,206,23.835616438356166,0,0.0,0,0.0,1,18,22
application_1524838829941_0670,219269,24392,2713,80067,1592,1784,91325,673,1825,740,2928,736,6190,1824,1,1714,1714.0,0,0.0,0,0.0,219,9747,6116.867579908676,0,0.0,0,0.0,219,216,99.4337899543379,540518,229195.91324200912,2242,2236.4657534246576,219,230,6.3744292237442925,0,0.0,0,0.0,219,158,94.08675799086758,356446,229465.14611872146,2242,2236.5981735159817,219,153,5.634703196347032,0,0.0,0,0.0,219,148,91.9269406392694,0,0.0,0,0.0,219,9983,7175.369863013699,0,0.0,0,0.0,219,83,29.89041095890411,0,0.0,0,0.0,219,333,121.28767123287672,0,0.0,0,0.0,219,64,41.23744292237443,0,0.0,0,0.0,219,741,191.1917808219178,0,0.0,0,0.0,219,58,42.22374429223744,0,0.0,0,0.0,219,773,402.19634703196346,4588717,567022.7762557077,708,707.4657534246576,219,348,32.71689497716895,0,0.0,0,0.0,1,27,36
application_1524838829941_0804,221610,25072,2643,79797,1596,1307,92052,781,2014,1155,3089,1150,5914,2332,1,1664,1664.0,0,0.0,0,0.0,219,10280,6187.712328767123,0,0.0,0,0.0,219,311,105.99086757990868,570580,236082.93607305936,2242,2236.4657534246576,219,222,6.45662100456621,0,0.0,0,0.0,219,160,94.64383561643835,393617,227811.33789954337,2242,2236.5981735159817,219,167,5.867579908675799,0,0.0,0,0.0,219,142,89.53881278538813,0,0.0,0,0.0,219,9507,7183.251141552511,0,0.0,0,0.0,219,84,28.91324200913242,0,0.0,0,0.0,219,332,126.45662100456622,0,0.0,0,0.0,219,151,43.726027397260275,0,0.0,0,0.0,219,283,188.3881278538813,0,0.0,0,0.0,219,559,46.80365296803653,0,0.0,0,0.0,219,859,398.04566210045664,4487196,559658.7716894977,708,707.4657534246576,219,346,33.73972602739726,0,0.0,0,0.0,1,27,36
application_1524838829941_0800,224182,23927,2766,81902,1748,1696,93618,1059,1997,1172,2632,711,6274,2009,1,1693,1693.0,0,0.0,0,0.0,219,10939,6278.041095890411,0,0.0,0,0.0,219,241,107.38812785388127,482741,253963.76255707763,2242,2236.4657534246576,219,238,6.776255707762557,0,0.0,0,0.0,219,157,97.55251141552512,2235194,250344.72602739726,2242,2236.5981735159817,219,182,6.063926940639269,0,0.0,0,0.0,219,153,91.86301369863014,0,0.0,0,0.0,219,9674,7330.662100456621,0,0.0,0,0.0,219,75,29.21461187214612,0,0.0,0,0.0,219,349,124.66666666666667,0,0.0,0,0.0,219,93,44.465753424657535,0,0.0,0,0.0,219,276,186.26027397260273,0,0.0,0,0.0,219,61,42.269406392694066,0,0.0,0,0.0,219,1259,414.5936073059361,4878108,585341.3378995433,708,707.4657534246576,219,425,35.954337899543376,0,0.0,0,0.0,1,27,36
application_1524838829941_0666,219146,23527,2908,80542,1916,1314,91861,657,1836,1219,2632,707,5822,1721,1,1632,1632.0,0,0.0,0,0.0,219,9641,6105.662100456621,0,0.0,0,0.0,219,212,100.81735159817352,604000,238280.51598173517,2242,2236.4657534246576,219,161,6.287671232876712,0,0.0,0,0.0,219,187,93.337899543379,407788,226044.301369863,2242,2236.5981735159817,219,543,9.534246575342467,0,0.0,0,0.0,219,164,91.47945205479452,0,0.0,0,0.0,219,9097,7202.652968036529,0,0.0,0,0.0,219,71,28.744292237442924,0,0.0,0,0.0,219,317,123.22374429223744,0,0.0,0,0.0,219,83,44.045662100456624,0,0.0,0,0.0,219,410,189.02283105022832,0,0.0,0,0.0,219,61,41.662100456621005,0,0.0,0,0.0,219,739,395.63013698630135,4481892,564599.7808219178,708,707.4657534246576,219,341,32.71232876712329,0,0.0,0,0.0,1,27,36
application_1524838829941_0802,221986,23936,2769,81414,2482,1290,91961,956,2384,864,2619,692,6367,1715,1,1703,1703.0,0,0.0,0,0.0,219,10078,6203.721461187215,0,0.0,0,0.0,219,219,100.54337899543378,446996,225392.65296803653,2242,2236.4657534246576,219,156,5.767123287671233,0,0.0,0,0.0,219,825,101.662100456621,647077,232822.60730593608,2242,2236.5981735159817,219,173,5.748858447488584,0,0.0,0,0.0,219,148,89.21461187214612,0,0.0,0,0.0,219,10103,7184.671232876713,0,0.0,0,0.0,219,96,29.8675799086758,0,0.0,0,0.0,219,654,130.0958904109589,0,0.0,0,0.0,219,84,44.09132420091324,0,0.0,0,0.0,219,325,190.2876712328767,0,0.0,0,0.0,219,55,41.24657534246575,0,0.0,0,0.0,219,911,399.62100456621005,5104938,581144.095890411,708,707.4657534246576,219,877,55.018264840182646,0,0.0,0,0.0,1,27,36
application_1524838829941_0668,221335,24402,2813,81504,1534,1319,92194,643,2376,751,3177,768,5771,1608,1,1745,1745.0,0,0.0,0,0.0,219,9552,6229.442922374429,0,0.0,0,0.0,219,170,97.4337899543379,423723,229172.45205479453,2242,2236.4657534246576,219,165,6.28310502283105,0,0.0,0,0.0,219,154,92.35159817351598,416736,227783.36073059362,2242,2236.5981735159817,219,190,6.059360730593608,0,0.0,0,0.0,219,146,91.95433789954338,0,0.0,0,0.0,219,9420,7222.803652968037,0,0.0,0,0.0,219,66,28.602739726027398,0,0.0,0,0.0,219,758,136.15068493150685,0,0.0,0,0.0,219,65,41.205479452054796,0,0.0,0,0.0,219,313,192.36073059360731,0,0.0,0,0.0,219,79,42.74429223744292,0,0.0,0,0.0,219,831,399.91324200913243,4676204,572581.0182648402,708,707.4657534246576,219,331,31.447488584474886,0,0.0,0,0.0,1,27,36
application_1524838829941_1097,147355,22939,2866,50226,1150,849,56238,482,1525,561,2012,494,3998,1430,1,1597,1597.0,0,0.0,0,0.0,146,11123,6667.8835616438355,0,0.0,0,0.0,146,251,127.41780821917808,879047,258887.4109589041,2243,2236.3561643835615,146,212,8.095890410958905,0,0.0,0,0.0,146,150,104.95890410958904,354395,254298.2397260274,2242,2236.5890410958905,146,208,8.075342465753424,0,0.0,0,0.0,146,149,100.31506849315069,0,0.0,0,0.0,146,11544,7633.273972602739,0,0.0,0,0.0,146,76,32.19178082191781,0,0.0,0,0.0,146,582,153.0958904109589,0,0.0,0,0.0,146,95,45.06849315068493,0,0.0,0,0.0,146,778,217.34246575342465,0,0.0,0,0.0,146,108,47.81506849315068,0,0.0,0,0.0,146,1046,460.8904109589041,5788921,891049.6164383561,662,661.972602739726,146,373,47.82876712328767,0,0.0,0,0.0,1,18,44
application_1524838829941_0961,145131,23760,2794,50572,1027,808,53956,746,1319,534,1662,480,3865,1252,1,1741,1741.0,0,0.0,0,0.0,146,10438,6640.773972602739,0,0.0,0,0.0,146,218,114.8972602739726,687155,235489.93835616438,2243,2236.3561643835615,146,150,8.479452054794521,0,0.0,0,0.0,146,144,100.65068493150685,471607,251117.7397260274,2242,2236.5890410958905,146,133,7.082191780821918,0,0.0,0,0.0,146,174,98.06164383561644,0,0.0,0,0.0,146,9702,7553.945205479452,0,0.0,0,0.0,146,111,34.5,0,0.0,0,0.0,146,378,149.8013698630137,0,0.0,0,0.0,146,81,44.80821917808219,0,0.0,0,0.0,146,329,202.56849315068493,0,0.0,0,0.0,146,71,45.513698630136986,0,0.0,0,0.0,146,877,424.35616438356163,7291502,860751.2397260274,662,661.972602739726,146,356,45.47260273972603,0,0.0,0,0.0,1,18,44
application_1524838829941_1095,145609,23242,2778,50277,1156,1165,54339,745,1667,476,2042,520,3540,1177,1,1746,1746.0,0,0.0,0,0.0,146,10992,6724.143835616438,0,0.0,0,0.0,146,260,113.93150684931507,374822,235110.07534246575,2243,2236.3561643835615,146,144,7.383561643835616,0,0.0,0,0.0,146,192,107.97945205479452,454736,251193.698630137,2242,2236.5890410958905,146,194,7.623287671232877,0,0.0,0,0.0,146,511,103.95890410958904,0,0.0,0,0.0,146,11341,7779.739726027397,0,0.0,0,0.0,146,74,34.17123287671233,0,0.0,0,0.0,146,477,155.77397260273972,0,0.0,0,0.0,146,76,43.81506849315068,0,0.0,0,0.0,146,716,217.75342465753425,0,0.0,0,0.0,146,68,43.965753424657535,0,0.0,0,0.0,146,891,425.06164383561645,4594315,836448.9383561644,662,661.972602739726,146,327,43.513698630136986,0,0.0,0,0.0,1,18,44
application_1524838829941_1093,145310,23559,2723,49263,1058,1108,53901,729,1613,969,1969,473,3951,1552,1,1739,1739.0,0,0.0,0,0.0,146,11607,6728.479452054795,0,0.0,0,0.0,146,236,121.9041095890411,409273,257370.3219178082,2243,2236.3561643835615,146,137,7.239726027397261,0,0.0,0,0.0,146,163,104.51369863013699,879657,262203.0684931507,2242,2236.5890410958905,146,134,7.273972602739726,0,0.0,0,0.0,146,215,103.06849315068493,0,0.0,0,0.0,146,10245,7687.013698630137,0,0.0,0,0.0,146,93,33.26712328767123,0,0.0,0,0.0,146,497,159.96575342465752,0,0.0,0,0.0,146,72,43.30821917808219,0,0.0,0,0.0,146,659,211.6917808219178,0,0.0,0,0.0,146,66,44.465753424657535,0,0.0,0,0.0,146,891,434.35616438356163,5017598,844778.4109589041,662,661.972602739726,146,333,42.92465753424658,0,0.0,0,0.0,1,18,44
application_1524838829941_0963,151368,23674,2844,51846,1367,839,57654,464,1560,535,1735,527,3987,1835,1,1741,1741.0,0,0.0,0,0.0,146,11099,6683.965753424657,0,0.0,0,0.0,146,263,131.14383561643837,6371812,298034.61643835617,2243,2236.3561643835615,146,238,9.17123287671233,0,0.0,0,0.0,146,496,113.3013698630137,1280587,284910.18493150687,2242,2236.5890410958905,146,225,7.671232876712328,0,0.0,0,0.0,146,140,97.67123287671232,0,0.0,0,0.0,146,11491,7679.602739726028,0,0.0,0,0.0,146,89,32.9041095890411,0,0.0,0,0.0,146,593,158.47260273972603,0,0.0,0,0.0,146,81,45.56849315068493,0,0.0,0,0.0,146,347,213.13013698630138,0,0.0,0,0.0,146,67,47.76712328767123,0,0.0,0,0.0,146,908,451.3082191780822,4871818,858987.294520548,662,661.972602739726,146,377,49.30821917808219,0,0.0,0,0.0,1,18,44
application_1524838829941_0959,145464,22906,2769,48037,1810,914,55528,869,1570,508,1963,474,4223,1357,1,1601,1601.0,0,0.0,0,0.0,146,10636,6548.034246575343,0,0.0,0,0.0,146,259,124.41780821917808,638397,252045.6095890411,2243,2236.3561643835615,146,223,8.157534246575343,0,0.0,0,0.0,146,855,125.15068493150685,497344,269754.2465753425,2242,2236.5890410958905,146,170,7.958904109589041,0,0.0,0,0.0,146,171,107.41095890410959,0,0.0,0,0.0,146,10621,7612.554794520548,0,0.0,0,0.0,146,83,34.582191780821915,0,0.0,0,0.0,146,482,151.486301369863,0,0.0,0,0.0,146,76,44.917808219178085,0,0.0,0,0.0,146,591,209.02739726027397,0,0.0,0,0.0,146,61,43.945205479452056,0,0.0,0,0.0,146,1245,458.458904109589,4821304,857293.5684931506,662,661.972602739726,146,350,45.23287671232877,0,0.0,0,0.0,1,18,44
application_1524838829941_0343,337798,20809,2742,131390,2369,2127,152222,1007,2703,1096,5009,1152,10140,2529,1,1608,1608.0,0,0.0,0,0.0,292,9453,6044.092465753424,0,0.0,0,0.0,292,189,92.90753424657534,463178,231182.9315068493,2242,2236.4417808219177,292,199,4.732876712328767,0,0.0,0,0.0,292,126,89.52739726027397,644071,223344.11301369863,2242,2236.5479452054797,292,178,3.5719178082191783,0,0.0,0,0.0,292,122,87.56506849315069,0,0.0,0,0.0,292,9192,7068.859589041096,0,0.0,0,0.0,292,100,27.818493150684933,0,0.0,0,0.0,292,289,109.03767123287672,0,0.0,0,0.0,292,76,38.05821917808219,0,0.0,0,0.0,292,304,219.18493150684932,0,0.0,0,0.0,292,96,40.832191780821915,0,0.0,0,0.0,292,804,422.3767123287671,8814862,475990.6780821918,802,801.9828767123288,292,395,27.325342465753426,0,0.0,0,0.0,1,36,28
application_1524838829941_0401,338981,20460,2832,130963,3175,2024,151379,1509,2840,1074,5046,1180,10685,3328,1,1767,1767.0,0,0.0,0,0.0,292,9295,6037.311643835616,0,0.0,0,0.0,292,168,97.67465753424658,665253,232643.88698630137,2242,2236.4417808219177,292,206,4.815068493150685,0,0.0,0,0.0,292,1039,93.11643835616438,448661,219269.9691780822,2242,2236.5479452054797,292,145,3.3219178082191783,0,0.0,0,0.0,292,133,86.07191780821918,0,0.0,0,0.0,292,9002,7044.1335616438355,0,0.0,0,0.0,292,74,27.517123287671232,0,0.0,0,0.0,292,301,110.06164383561644,0,0.0,0,0.0,292,71,37.78082191780822,0,0.0,0,0.0,292,305,223.68835616438355,0,0.0,0,0.0,292,78,41.61986301369863,0,0.0,0,0.0,292,862,425.8767123287671,4511698,461755.5410958904,802,801.9828767123288,292,392,28.493150684931507,0,0.0,0,0.0,1,36,28
application_1524838829941_0403,336916,20543,2894,130614,2383,2056,151404,972,2734,1745,5054,1084,10274,2529,1,1616,1616.0,0,0.0,0,0.0,292,9631,6052.11301369863,0,0.0,0,0.0,292,161,93.06849315068493,420001,219977.72260273973,2242,2236.4417808219177,292,218,4.938356164383562,0,0.0,0,0.0,292,144,90.86643835616438,359389,219771.6095890411,2242,2236.5479452054797,292,179,3.5547945205479454,0,0.0,0,0.0,292,125,87.18835616438356,0,0.0,0,0.0,292,9338,7072.4006849315065,0,0.0,0,0.0,292,73,26.78767123287671,0,0.0,0,0.0,292,278,108.93835616438356,0,0.0,0,0.0,292,73,39.95890410958904,0,0.0,0,0.0,292,301,220.09246575342465,0,0.0,0,0.0,292,92,40.486301369863014,0,0.0,0,0.0,292,827,422.5171232876712,3485833,446793.5684931507,802,801.9828767123288,292,405,28.339041095890412,0,0.0,0,0.0,1,36,28
application_1524838829941_0345,337439,20605,2734,130187,2405,2082,150758,1419,3329,1134,5074,1156,10462,3207,1,1596,1596.0,0,0.0,0,0.0,292,9220,6010.325342465753,0,0.0,0,0.0,292,215,96.0582191780822,404618,232583.0376712329,2242,2236.4417808219177,292,172,4.551369863013699,0,0.0,0,0.0,292,164,90.6472602739726,421245,223610.91438356164,2242,2236.5479452054797,292,159,3.863013698630137,0,0.0,0,0.0,292,134,86.96917808219177,0,0.0,0,0.0,292,8940,7027.267123287671,0,0.0,0,0.0,292,73,26.705479452054796,0,0.0,0,0.0,292,890,112.3527397260274,0,0.0,0,0.0,292,68,38.29794520547945,0,0.0,0,0.0,292,318,224.97260273972603,0,0.0,0,0.0,292,66,41.18150684931507,0,0.0,0,0.0,292,796,422.46232876712327,11056007,488170.0205479452,802,801.9828767123288,292,1186,48.428082191780824,0,0.0,0,0.0,1,36,28
