run,applicationCompletionTime,applicationDeltaBeforeComputing,jobCompletionTime_J0,jobCompletionTime_J1,jobCompletionTime_J10,jobCompletionTime_J11,jobCompletionTime_J2,jobCompletionTime_J3,jobCompletionTime_J4,jobCompletionTime_J5,jobCompletionTime_J6,jobCompletionTime_J7,jobCompletionTime_J8,jobCompletionTime_J9,nTask_S0,maxTask_S0,avgTask_S0,SHmax_S0,SHavg_S0,Bmax_S0,Bavg_S0,nTask_S1,maxTask_S1,avgTask_S1,SHmax_S1,SHavg_S1,Bmax_S1,Bavg_S1,nTask_S10,maxTask_S10,avgTask_S10,SHmax_S10,SHavg_S10,Bmax_S10,Bavg_S10,nTask_S11,maxTask_S11,avgTask_S11,SHmax_S11,SHavg_S11,Bmax_S11,Bavg_S11,nTask_S12,maxTask_S12,avgTask_S12,SHmax_S12,SHavg_S12,Bmax_S12,Bavg_S12,nTask_S13,maxTask_S13,avgTask_S13,SHmax_S13,SHavg_S13,Bmax_S13,Bavg_S13,nTask_S14,maxTask_S14,avgTask_S14,SHmax_S14,SHavg_S14,Bmax_S14,Bavg_S14,nTask_S2,maxTask_S2,avgTask_S2,SHmax_S2,SHavg_S2,Bmax_S2,Bavg_S2,nTask_S3,maxTask_S3,avgTask_S3,SHmax_S3,SHavg_S3,Bmax_S3,Bavg_S3,nTask_S4,maxTask_S4,avgTask_S4,SHmax_S4,SHavg_S4,Bmax_S4,Bavg_S4,nTask_S5,maxTask_S5,avgTask_S5,SHmax_S5,SHavg_S5,Bmax_S5,Bavg_S5,nTask_S6,maxTask_S6,avgTask_S6,SHmax_S6,SHavg_S6,Bmax_S6,Bavg_S6,nTask_S7,maxTask_S7,avgTask_S7,SHmax_S7,SHavg_S7,Bmax_S7,Bavg_S7,nTask_S8,maxTask_S8,avgTask_S8,SHmax_S8,SHavg_S8,Bmax_S8,Bavg_S8,nTask_S9,maxTask_S9,avgTask_S9,SHmax_S9,SHavg_S9,Bmax_S9,Bavg_S9,users,dataSize,nContainers
application_1524838829941_1081,150998,22402,2801,52342,1126,889,58637,466,1730,589,1860,500,3973,1252,1,1592,1592.0,0,0.0,0,0.0,146,9944,6358.568493150685,0,0.0,0,0.0,146,207,103.52054794520548,376564,229608.3904109589,2243,2236.3561643835615,146,207,7.191780821917808,0,0.0,0,0.0,146,162,102.02054794520548,400874,251617.45205479453,2242,2236.5890410958905,146,153,7.273972602739726,0,0.0,0,0.0,146,171,97.96575342465754,0,0.0,0,0.0,146,8874,7317.506849315068,0,0.0,0,0.0,146,74,31.02054794520548,0,0.0,0,0.0,146,568,146.75342465753425,0,0.0,0,0.0,146,100,44.25342465753425,0,0.0,0,0.0,146,303,196.3972602739726,0,0.0,0,0.0,146,56,42.9041095890411,0,0.0,0,0.0,146,771,414.041095890411,5016368,778069.3356164383,662,661.972602739726,146,324,40.61643835616438,0,0.0,0,0.0,1,18,40
application_1524838829941_1085,152276,23387,2663,52338,1178,884,58677,488,1549,857,1939,554,3786,1533,1,1707,1707.0,0,0.0,0,0.0,146,10347,6364.506849315068,0,0.0,0,0.0,146,212,108.55479452054794,381968,229156.43835616438,2243,2236.3561643835615,146,195,7.184931506849315,0,0.0,0,0.0,146,149,100.28767123287672,534339,243274.15068493152,2242,2236.5890410958905,146,144,6.993150684931507,0,0.0,0,0.0,146,150,95.08904109589041,0,0.0,0,0.0,146,9366,7387.04794520548,0,0.0,0,0.0,146,64,30.616438356164384,0,0.0,0,0.0,146,727,144.6917808219178,0,0.0,0,0.0,146,97,47.35616438356164,0,0.0,0,0.0,146,297,198.43835616438355,0,0.0,0,0.0,146,106,46.11643835616438,0,0.0,0,0.0,146,849,406.73972602739724,4698192,782798.8493150685,662,661.972602739726,146,313,39.8013698630137,0,0.0,0,0.0,1,18,40
application_1524838829941_0949,153475,23565,3128,52859,1243,1189,58666,524,1297,538,1685,557,4148,1571,1,2081,2081.0,0,0.0,0,0.0,146,9705,6399.027397260274,0,0.0,0,0.0,146,595,112.4041095890411,511279,231645.50684931508,2243,2236.3561643835615,146,137,6.97945205479452,0,0.0,0,0.0,146,153,99.35616438356165,521437,239572.6301369863,2242,2236.5890410958905,146,217,7.116438356164384,0,0.0,0,0.0,146,505,100.83561643835617,0,0.0,0,0.0,146,9378,7421.842465753424,0,0.0,0,0.0,146,71,32.49315068493151,0,0.0,0,0.0,146,358,137.2054794520548,0,0.0,0,0.0,146,94,43.84931506849315,0,0.0,0,0.0,146,333,194.85616438356163,0,0.0,0,0.0,146,57,43.97945205479452,0,0.0,0,0.0,146,788,407.78767123287673,4349952,749097.5821917808,662,661.972602739726,146,325,41.0,0,0.0,0,0.0,1,18,40
application_1524838829941_1083,150732,22638,2722,52027,1209,896,58682,478,1630,513,1727,541,4007,1278,1,1743,1743.0,0,0.0,0,0.0,146,9756,6329.958904109589,0,0.0,0,0.0,146,221,105.23972602739725,366740,225290.198630137,2243,2236.3561643835615,146,212,7.486301369863014,0,0.0,0,0.0,146,166,103.4041095890411,368669,250349.06164383562,2242,2236.5890410958905,146,187,7.068493150684931,0,0.0,0,0.0,146,158,95.88356164383562,0,0.0,0,0.0,146,9594,7388.6164383561645,0,0.0,0,0.0,146,70,30.794520547945204,0,0.0,0,0.0,146,600,142.91095890410958,0,0.0,0,0.0,146,65,42.73287671232877,0,0.0,0,0.0,146,336,195.97260273972603,0,0.0,0,0.0,146,59,44.97260273972603,0,0.0,0,0.0,146,1247,414.13698630136986,5011779,779371.6643835617,662,661.972602739726,146,332,40.294520547945204,0,0.0,0,0.0,1,18,40
application_1524838829941_0947,150573,22786,2704,52334,1179,888,58488,503,1246,521,1690,519,3812,1314,1,1717,1717.0,0,0.0,0,0.0,146,10016,6383.8493150684935,0,0.0,0,0.0,146,246,109.08904109589041,376303,225118.34931506848,2243,2236.3561643835615,146,200,7.280821917808219,0,0.0,0,0.0,146,169,97.82876712328768,353822,233782.89726027398,2242,2236.5890410958905,146,194,7.02054794520548,0,0.0,0,0.0,146,155,93.62328767123287,0,0.0,0,0.0,146,9513,7395.787671232877,0,0.0,0,0.0,146,78,30.828767123287673,0,0.0,0,0.0,146,387,135.56849315068493,0,0.0,0,0.0,146,68,43.78767123287671,0,0.0,0,0.0,146,318,195.2945205479452,0,0.0,0,0.0,146,66,43.965753424657535,0,0.0,0,0.0,146,805,404.86301369863014,8277254,854634.8150684931,662,661.972602739726,146,298,39.63013698630137,0,0.0,0,0.0,1,18,40
application_1524838829941_1148,158709,19615,2847,58015,1075,946,64594,491,1354,544,1522,511,3499,1189,1,1738,1738.0,0,0.0,0,0.0,73,8753,5917.780821917808,0,0.0,0,0.0,73,146,93.17808219178082,242619,209443.35616438356,2242,2236.4520547945203,73,55,3.9452054794520546,0,0.0,0,0.0,73,108,87.95890410958904,293238,214118.1095890411,2242,2236.6438356164385,73,59,3.7534246575342465,0,0.0,0,0.0,73,113,86.10958904109589,0,0.0,0,0.0,73,8109,6625.7945205479455,0,0.0,0,0.0,73,63,27.82191780821918,0,0.0,0,0.0,73,257,116.57534246575342,0,0.0,0,0.0,73,60,38.95890410958904,0,0.0,0,0.0,73,179,144.013698630137,0,0.0,0,0.0,73,48,39.61643835616438,0,0.0,0,0.0,73,612,285.6164383561644,3427722,587182.1369863014,425,425.0,73,147,22.397260273972602,0,0.0,0,0.0,1,9,16
application_1524838829941_1284,159194,20543,2771,58167,1072,930,64610,497,1287,514,1499,519,3211,1177,1,1733,1733.0,0,0.0,0,0.0,73,8435,5888.534246575343,0,0.0,0,0.0,73,153,96.12328767123287,321728,214694.39726027398,2242,2236.4520547945203,73,56,4.164383561643835,0,0.0,0,0.0,73,118,89.89041095890411,295573,218984.87671232875,2242,2236.6438356164385,73,63,4.109589041095891,0,0.0,0,0.0,73,109,86.9041095890411,0,0.0,0,0.0,73,8227,6626.082191780822,0,0.0,0,0.0,73,66,27.643835616438356,0,0.0,0,0.0,73,249,115.6027397260274,0,0.0,0,0.0,73,50,37.50684931506849,0,0.0,0,0.0,73,195,143.2054794520548,0,0.0,0,0.0,73,54,39.9041095890411,0,0.0,0,0.0,73,599,285.013698630137,4041318,592107.7397260274,425,425.0,73,157,23.84931506849315,0,0.0,0,0.0,1,9,16
application_1524838829941_1150,156643,19435,2687,56649,1071,927,64412,599,1254,533,1594,513,3304,1199,1,1711,1711.0,0,0.0,0,0.0,73,9055,5906.164383561644,0,0.0,0,0.0,73,162,95.93150684931507,281241,216396.01369863015,2242,2236.4520547945203,73,53,3.8904109589041096,0,0.0,0,0.0,73,105,88.0958904109589,303978,218935.76712328766,2242,2236.6438356164385,73,52,3.8219178082191783,0,0.0,0,0.0,73,107,86.57534246575342,0,0.0,0,0.0,73,7982,6629.13698630137,0,0.0,0,0.0,73,55,27.068493150684933,0,0.0,0,0.0,73,241,113.58904109589041,0,0.0,0,0.0,73,52,38.89041095890411,0,0.0,0,0.0,73,222,147.6164383561644,0,0.0,0,0.0,73,52,39.38356164383562,0,0.0,0,0.0,73,608,288.7671232876712,3382322,585136.506849315,425,425.0,73,143,23.273972602739725,0,0.0,0,0.0,1,9,16
application_1524838829941_1146,159590,20775,2955,56099,1099,993,65773,473,1334,521,1890,558,3267,1208,1,1948,1948.0,0,0.0,0,0.0,73,8537,5900.86301369863,0,0.0,0,0.0,73,156,94.56164383561644,282198,220288.15068493152,2242,2236.4520547945203,73,60,3.767123287671233,0,0.0,0,0.0,73,104,87.95890410958904,276891,216887.90410958903,2242,2236.6438356164385,73,49,3.5616438356164384,0,0.0,0,0.0,73,106,85.3013698630137,0,0.0,0,0.0,73,8217,6745.602739726028,0,0.0,0,0.0,73,55,27.136986301369863,0,0.0,0,0.0,73,262,114.71232876712328,0,0.0,0,0.0,73,52,37.06849315068493,0,0.0,0,0.0,73,499,150.36986301369862,0,0.0,0,0.0,73,52,39.726027397260275,0,0.0,0,0.0,73,582,283.71232876712327,3382383,575797.3561643836,425,425.0,73,142,22.726027397260275,0,0.0,0,0.0,1,9,16
application_1524838829941_1282,156930,19439,2593,57165,1054,1179,64352,472,1280,547,1520,487,3215,1144,1,1647,1647.0,0,0.0,0,0.0,73,8420,5870.068493150685,0,0.0,0,0.0,73,150,93.28767123287672,287843,207150.91780821918,2242,2236.4520547945203,73,57,4.013698630136986,0,0.0,0,0.0,73,102,87.65753424657534,323207,210232.301369863,2242,2236.6438356164385,73,48,3.5342465753424657,0,0.0,0,0.0,73,132,87.4931506849315,0,0.0,0,0.0,73,7863,6620.8493150684935,0,0.0,0,0.0,73,57,26.465753424657535,0,0.0,0,0.0,73,246,112.28767123287672,0,0.0,0,0.0,73,55,37.657534246575345,0,0.0,0,0.0,73,194,143.45205479452054,0,0.0,0,0.0,73,41,38.10958904109589,0,0.0,0,0.0,73,626,282.4657534246575,3294091,565853.0410958905,425,425.0,73,142,22.534246575342465,0,0.0,0,0.0,1,9,16
application_1524838829941_1280,156582,19958,2682,55981,1140,973,64201,462,1665,502,1567,555,3258,1206,1,1549,1549.0,0,0.0,0,0.0,73,8317,5858.315068493151,0,0.0,0,0.0,73,151,94.95890410958904,377836,211099.49315068492,2242,2236.4520547945203,73,57,3.8767123287671232,0,0.0,0,0.0,73,124,89.3013698630137,311953,215242.32876712328,2242,2236.6438356164385,73,53,3.6986301369863015,0,0.0,0,0.0,73,107,86.98630136986301,0,0.0,0,0.0,73,8208,6589.643835616438,0,0.0,0,0.0,73,55,26.972602739726028,0,0.0,0,0.0,73,509,146.57534246575344,0,0.0,0,0.0,73,52,37.342465753424655,0,0.0,0,0.0,73,176,143.57534246575344,0,0.0,0,0.0,73,52,40.16438356164384,0,0.0,0,0.0,73,589,283.986301369863,3500002,575164.3698630137,425,425.0,73,142,22.931506849315067,0,0.0,0,0.0,1,9,16
application_1524838829941_0973,143277,23546,2821,48913,1059,869,53217,461,1535,672,1989,452,3727,1584,1,1748,1748.0,0,0.0,0,0.0,146,11028,6957.006849315068,0,0.0,0,0.0,146,260,132.1917808219178,581000,253960.98630136985,2243,2236.3561643835615,146,140,7.636986301369863,0,0.0,0,0.0,146,152,104.97945205479452,425812,243048.38356164383,2242,2236.5890410958905,146,164,7.719178082191781,0,0.0,0,0.0,146,193,105.74657534246575,0,0.0,0,0.0,146,11186,7939.609589041096,0,0.0,0,0.0,146,80,34.21917808219178,0,0.0,0,0.0,146,422,162.36301369863014,0,0.0,0,0.0,146,79,45.45205479452055,0,0.0,0,0.0,146,805,229.62328767123287,0,0.0,0,0.0,146,83,46.986301369863014,0,0.0,0,0.0,146,914,443.1506849315069,4804645,936734.1575342466,662,661.972602739726,146,417,55.821917808219176,0,0.0,0,0.0,1,18,48
application_1524838829941_1107,142036,23194,2740,47953,1363,1064,53795,571,1579,493,1545,511,3546,1248,1,1730,1730.0,0,0.0,0,0.0,146,12268,6923.321917808219,0,0.0,0,0.0,146,257,124.93150684931507,1317809,254943.61643835617,2243,2236.3561643835615,146,210,8.08904109589041,0,0.0,0,0.0,146,520,113.08219178082192,366111,243226.93835616438,2242,2236.5890410958905,146,186,8.198630136986301,0,0.0,0,0.0,146,496,107.89041095890411,0,0.0,0,0.0,146,10581,7953.342465753424,0,0.0,0,0.0,146,80,32.76712328767123,0,0.0,0,0.0,146,548,171.56849315068493,0,0.0,0,0.0,146,86,47.04794520547945,0,0.0,0,0.0,146,339,211.7054794520548,0,0.0,0,0.0,146,100,48.417808219178085,0,0.0,0,0.0,146,944,434.2808219178082,10677161,982868.794520548,662,661.972602739726,146,349,46.38356164383562,0,0.0,0,0.0,1,18,48
application_1524838829941_0971,144099,24061,2949,49710,1010,792,52827,476,1792,711,1695,483,3616,1464,1,1719,1719.0,0,0.0,0,0.0,146,10965,7040.04794520548,0,0.0,0,0.0,146,322,131.91780821917808,693292,271335.9726027397,2243,2236.3561643835615,146,158,7.712328767123288,0,0.0,0,0.0,146,149,103.43150684931507,426768,259758.91780821918,2242,2236.5890410958905,146,144,7.780821917808219,0,0.0,0,0.0,146,179,101.34246575342466,0,0.0,0,0.0,146,10394,7829.630136986301,0,0.0,0,0.0,146,76,33.38356164383562,0,0.0,0,0.0,146,704,175.41095890410958,0,0.0,0,0.0,146,84,46.6986301369863,0,0.0,0,0.0,146,389,215.0068493150685,0,0.0,0,0.0,146,122,48.157534246575345,0,0.0,0,0.0,146,1239,441.0,5202511,934682.5342465753,662,661.972602739726,146,372,47.363013698630134,0,0.0,0,0.0,1,18,48
application_1524838829941_1105,141589,23116,2798,47735,1558,1307,52355,456,1321,543,2127,468,3864,1402,1,1770,1770.0,0,0.0,0,0.0,146,11600,6845.424657534247,0,0.0,0,0.0,146,261,132.06849315068493,428753,262541.2808219178,2243,2236.3561643835615,146,257,9.794520547945206,0,0.0,0,0.0,146,693,123.17808219178082,544989,277951.2465753425,2242,2236.5890410958905,146,137,7.910958904109589,0,0.0,0,0.0,146,230,107.9041095890411,0,0.0,0,0.0,146,11465,7819.095890410959,0,0.0,0,0.0,146,89,33.76027397260274,0,0.0,0,0.0,146,406,156.72602739726028,0,0.0,0,0.0,146,75,46.69178082191781,0,0.0,0,0.0,146,690,228.46575342465752,0,0.0,0,0.0,146,84,46.11643835616438,0,0.0,0,0.0,146,996,473.86986301369865,10641304,1031571.8150684931,662,661.972602739726,146,354,49.178082191780824,0,0.0,0,0.0,1,18,48
application_1524838829941_0975,143071,23550,2730,48680,1395,1081,53305,425,1324,525,1796,884,3442,1339,1,1601,1601.0,0,0.0,0,0.0,146,11549,6979.486301369863,0,0.0,0,0.0,146,229,128.54109589041096,455569,270544.9657534247,2243,2236.3561643835615,146,130,7.760273972602739,0,0.0,0,0.0,146,217,110.37671232876713,456904,268586.1506849315,2242,2236.5890410958905,146,203,7.664383561643835,0,0.0,0,0.0,146,519,105.5068493150685,0,0.0,0,0.0,146,10424,7921.493150684932,0,0.0,0,0.0,146,80,33.04794520547945,0,0.0,0,0.0,146,389,159.17123287671234,0,0.0,0,0.0,146,78,46.5,0,0.0,0,0.0,146,695,217.05479452054794,0,0.0,0,0.0,146,104,48.68493150684932,0,0.0,0,0.0,146,919,439.6164383561644,8324593,951593.0136986302,662,661.972602739726,146,344,47.23972602739726,0,0.0,0,0.0,1,18,48
application_1524838829941_1109,143094,23193,2731,49129,1158,791,53129,732,1304,790,1805,674,3674,1471,1,1718,1718.0,0,0.0,0,0.0,146,11169,6912.595890410959,0,0.0,0,0.0,146,227,127.84931506849315,670448,256657.37671232875,2243,2236.3561643835615,146,211,8.157534246575343,0,0.0,0,0.0,146,153,109.28082191780823,445507,254581.0890410959,2242,2236.5890410958905,146,209,7.726027397260274,0,0.0,0,0.0,146,193,100.82191780821918,0,0.0,0,0.0,146,10893,7928.657534246576,0,0.0,0,0.0,146,96,35.13013698630137,0,0.0,0,0.0,146,385,160.2876712328767,0,0.0,0,0.0,146,438,50.50684931506849,0,0.0,0,0.0,146,633,224.67808219178082,0,0.0,0,0.0,146,129,49.157534246575345,0,0.0,0,0.0,146,944,436.5890410958904,4673361,907628.3561643836,662,661.972602739726,146,331,45.95205479452055,0,0.0,0,0.0,1,18,48
application_1524838829941_1370,95142,22848,2754,30288,694,504,30232,337,833,295,849,289,1973,815,1,1737,1737.0,0,0.0,0,0.0,73,9907,7345.232876712329,0,0.0,0,0.0,73,231,127.54794520547945,435531,238781.08219178082,2242,2236.4520547945203,73,149,8.986301369863014,0,0.0,0,0.0,73,164,111.06849315068493,420855,239270.7808219178,2242,2236.6438356164385,73,137,8.191780821917808,0,0.0,0,0.0,73,149,112.53424657534246,0,0.0,0,0.0,73,9521,7847.109589041096,0,0.0,0,0.0,73,75,40.205479452054796,0,0.0,0,0.0,73,401,184.73972602739727,0,0.0,0,0.0,73,77,47.863013698630134,0,0.0,0,0.0,73,300,181.02739726027397,0,0.0,0,0.0,73,73,47.28767123287671,0,0.0,0,0.0,73,729,400.8767123287671,4689690,1386143.191780822,425,425.0,73,268,55.178082191780824,0,0.0,0,0.0,1,9,46
application_1524838829941_1372,94766,23436,2713,30123,719,528,29305,362,780,324,799,269,1930,869,1,1721,1721.0,0,0.0,0,0.0,73,11476,7488.739726027397,0,0.0,0,0.0,73,250,137.64383561643837,381564,238159.7123287671,2242,2236.4520547945203,73,145,8.986301369863014,0,0.0,0,0.0,73,175,115.84931506849315,6547703,329390.76712328766,2242,2236.6438356164385,73,148,9.04109589041096,0,0.0,0,0.0,73,166,115.0,0,0.0,0,0.0,73,10422,7821.315068493151,0,0.0,0,0.0,73,85,38.821917808219176,0,0.0,0,0.0,73,367,178.64383561643837,0,0.0,0,0.0,73,83,49.57534246575342,0,0.0,0,0.0,73,296,189.35616438356163,0,0.0,0,0.0,73,58,45.054794520547944,0,0.0,0,0.0,73,925,416.5753424657534,5136444,1399637.493150685,425,425.0,73,297,56.794520547945204,0,0.0,0,0.0,1,9,46
application_1524838829941_1374,96751,24078,2925,30445,752,586,29890,332,838,340,822,268,2184,819,1,1766,1766.0,0,0.0,0,0.0,73,10698,7398.246575342466,0,0.0,0,0.0,73,256,133.6986301369863,11474590,388656.08219178085,2242,2236.4520547945203,73,148,10.602739726027398,0,0.0,0,0.0,73,175,118.26027397260275,636870,257227.54794520547,2242,2236.6438356164385,73,142,9.054794520547945,0,0.0,0,0.0,73,178,119.36986301369863,0,0.0,0,0.0,73,9691,7761.068493150685,0,0.0,0,0.0,73,85,39.68493150684932,0,0.0,0,0.0,73,359,179.83561643835617,0,0.0,0,0.0,73,79,48.52054794520548,0,0.0,0,0.0,73,305,188.2876712328767,0,0.0,0,0.0,73,62,44.89041095890411,0,0.0,0,0.0,73,808,431.67123287671234,6721972,1474164.2739726028,425,425.0,73,281,57.342465753424655,0,0.0,0,0.0,1,9,46
application_1524838829941_1238,95769,23319,2741,29896,703,559,30580,307,828,301,828,281,2152,720,1,1723,1723.0,0,0.0,0,0.0,73,10176,7132.356164383562,0,0.0,0,0.0,73,207,122.52054794520548,378189,217942.60273972602,2242,2236.4520547945203,73,99,8.246575342465754,0,0.0,0,0.0,73,165,116.13698630136986,469866,246579.38356164383,2242,2236.6438356164385,73,139,9.013698630136986,0,0.0,0,0.0,73,156,109.89041095890411,0,0.0,0,0.0,73,9422,7972.493150684932,0,0.0,0,0.0,73,75,39.61643835616438,0,0.0,0,0.0,73,368,178.3835616438356,0,0.0,0,0.0,73,79,47.397260273972606,0,0.0,0,0.0,73,310,181.4794520547945,0,0.0,0,0.0,73,71,46.71232876712329,0,0.0,0,0.0,73,765,405.47945205479454,5172843,1404197.6438356165,425,425.0,73,393,72.67123287671232,0,0.0,0,0.0,1,9,46
application_1524838829941_1240,93885,23918,2718,28948,688,469,29295,316,795,306,1008,310,1885,716,1,1734,1734.0,0,0.0,0,0.0,73,11718,7432.972602739726,0,0.0,0,0.0,73,254,129.3835616438356,483302,245937.5205479452,2242,2236.4520547945203,73,90,8.287671232876713,0,0.0,0,0.0,73,152,111.94520547945206,373534,258050.46575342465,2242,2236.6438356164385,73,133,8.452054794520548,0,0.0,0,0.0,73,145,108.32876712328768,0,0.0,0,0.0,73,10614,7946.86301369863,0,0.0,0,0.0,73,89,40.013698630136986,0,0.0,0,0.0,73,356,182.4931506849315,0,0.0,0,0.0,73,95,47.273972602739725,0,0.0,0,0.0,73,319,188.2054794520548,0,0.0,0,0.0,73,63,46.87671232876713,0,0.0,0,0.0,73,873,400.8082191780822,4873731,1357266.0,425,425.0,73,262,55.0958904109589,0,0.0,0,0.0,1,9,46
application_1524838829941_1236,95257,22607,2737,29763,705,528,30652,318,993,365,822,298,1987,983,1,1609,1609.0,0,0.0,0,0.0,73,9860,7139.698630136986,0,0.0,0,0.0,73,377,148.6164383561644,791482,262360.2602739726,2242,2236.4520547945203,73,142,9.602739726027398,0,0.0,0,0.0,73,151,112.32876712328768,380208,258057.57534246575,2242,2236.6438356164385,73,147,8.520547945205479,0,0.0,0,0.0,73,154,111.08219178082192,0,0.0,0,0.0,73,9586,7826.630136986301,0,0.0,0,0.0,73,96,40.95890410958904,0,0.0,0,0.0,73,406,191.12328767123287,0,0.0,0,0.0,73,100,50.49315068493151,0,0.0,0,0.0,73,264,186.26027397260273,0,0.0,0,0.0,73,57,45.21917808219178,0,0.0,0,0.0,73,750,401.1917808219178,10894803,1479543.8767123288,425,425.0,73,252,53.32876712328767,0,0.0,0,0.0,1,9,46
application_1524838829941_1055,172765,20777,2762,62383,1175,1012,70439,557,1433,1044,2079,563,4476,1613,1,1746,1746.0,0,0.0,0,0.0,146,8862,5996.869863013699,0,0.0,0,0.0,146,219,102.05479452054794,420540,232255.0890410959,2243,2236.3561643835615,146,123,5.383561643835616,0,0.0,0,0.0,146,125,91.38356164383562,329155,235583.32876712328,2242,2236.5890410958905,146,111,5.2465753424657535,0,0.0,0,0.0,146,134,89.44520547945206,0,0.0,0,0.0,146,8295,6915.253424657534,0,0.0,0,0.0,146,93,29.15068493150685,0,0.0,0,0.0,146,326,120.25342465753425,0,0.0,0,0.0,146,63,39.76712328767123,0,0.0,0,0.0,146,267,189.87671232876713,0,0.0,0,0.0,146,55,41.486301369863014,0,0.0,0,0.0,146,735,384.86301369863014,4377193,607045.4520547945,662,661.972602739726,146,254,32.30821917808219,0,0.0,0,0.0,1,18,30
application_1524838829941_1051,173021,20934,2704,62511,1273,1034,70944,544,1424,619,2091,585,4571,1304,1,1727,1727.0,0,0.0,0,0.0,146,8908,6008.315068493151,0,0.0,0,0.0,146,161,98.43150684931507,388331,224318.27397260274,2243,2236.3561643835615,146,113,5.335616438356165,0,0.0,0,0.0,146,134,95.52739726027397,438110,230841.3698630137,2242,2236.5890410958905,146,103,5.082191780821918,0,0.0,0,0.0,146,133,90.55479452054794,0,0.0,0,0.0,146,9392,7001.493150684932,0,0.0,0,0.0,146,65,28.541095890410958,0,0.0,0,0.0,146,320,117.5958904109589,0,0.0,0,0.0,146,68,40.465753424657535,0,0.0,0,0.0,146,250,189.97260273972603,0,0.0,0,0.0,146,55,42.034246575342465,0,0.0,0,0.0,146,734,387.0342465753425,4777709,621667.0,662,661.972602739726,146,294,31.97945205479452,0,0.0,0,0.0,1,18,30
application_1524838829941_1053,171740,20298,2731,62406,1261,1010,70091,559,1438,1062,2065,559,4482,1307,1,1731,1731.0,0,0.0,0,0.0,146,9559,6002.04794520548,0,0.0,0,0.0,146,191,97.29452054794521,429608,222305.25342465754,2243,2236.3561643835615,146,122,6.0479452054794525,0,0.0,0,0.0,146,121,92.76712328767124,374929,240331.20547945207,2242,2236.5890410958905,146,124,5.315068493150685,0,0.0,0,0.0,146,135,89.71917808219177,0,0.0,0,0.0,146,8805,6916.082191780822,0,0.0,0,0.0,146,66,28.458904109589042,0,0.0,0,0.0,146,255,119.17123287671232,0,0.0,0,0.0,146,104,39.705479452054796,0,0.0,0,0.0,146,264,187.986301369863,0,0.0,0,0.0,146,58,40.63013698630137,0,0.0,0,0.0,146,718,385.2945205479452,4532871,630306.301369863,662,661.972602739726,146,265,32.226027397260275,0,0.0,0,0.0,1,18,30
application_1524838829941_0917,177004,21714,2815,63976,1361,1078,71101,591,1551,693,2299,707,4917,1421,1,1580,1580.0,0,0.0,0,0.0,146,9218,6056.438356164384,0,0.0,0,0.0,146,222,99.66438356164383,336235,219572.11643835617,2243,2236.3561643835615,146,107,5.342465753424658,0,0.0,0,0.0,146,207,94.10958904109589,434805,236900.42465753425,2242,2236.5890410958905,146,97,5.1506849315068495,0,0.0,0,0.0,146,139,91.15753424657534,0,0.0,0,0.0,146,8453,6914.143835616438,0,0.0,0,0.0,146,67,28.30821917808219,0,0.0,0,0.0,146,308,121.61643835616438,0,0.0,0,0.0,146,111,41.75342465753425,0,0.0,0,0.0,146,295,195.23287671232876,0,0.0,0,0.0,146,57,42.965753424657535,0,0.0,0,0.0,146,931,391.6575342465753,4397908,635179.9726027397,662,661.972602739726,146,261,32.705479452054796,0,0.0,0,0.0,1,18,30
application_1524838829941_0921,174469,20757,2939,63004,1251,1092,70560,551,1563,611,2162,579,4584,1348,1,1718,1718.0,0,0.0,0,0.0,146,9194,6040.438356164384,0,0.0,0,0.0,146,200,100.53424657534246,346715,226547.87671232875,2243,2236.3561643835615,146,118,5.465753424657534,0,0.0,0,0.0,146,136,93.75342465753425,495492,242350.17123287672,2242,2236.5890410958905,146,120,5.089041095890411,0,0.0,0,0.0,146,154,91.08904109589041,0,0.0,0,0.0,146,9170,6919.2054794520545,0,0.0,0,0.0,146,67,28.773972602739725,0,0.0,0,0.0,146,328,118.4041095890411,0,0.0,0,0.0,146,68,39.33561643835616,0,0.0,0,0.0,146,295,190.73287671232876,0,0.0,0,0.0,146,67,40.88356164383562,0,0.0,0,0.0,146,779,384.513698630137,4811401,614392.0753424658,662,661.972602739726,146,263,32.445205479452056,0,0.0,0,0.0,1,18,30
application_1524838829941_0919,174408,20618,2763,63386,1396,1152,70328,540,1461,1291,2061,563,4613,1603,1,1734,1734.0,0,0.0,0,0.0,146,9268,6080.575342465753,0,0.0,0,0.0,146,231,101.3082191780822,395205,231428.19178082192,2243,2236.3561643835615,146,186,6.239726027397261,0,0.0,0,0.0,146,143,96.82191780821918,364811,241897.22602739726,2242,2236.5890410958905,146,127,5.493150684931507,0,0.0,0,0.0,146,174,94.03424657534246,0,0.0,0,0.0,146,8369,6919.787671232877,0,0.0,0,0.0,146,64,27.726027397260275,0,0.0,0,0.0,146,284,119.32191780821918,0,0.0,0,0.0,146,131,40.87671232876713,0,0.0,0,0.0,146,266,187.37671232876713,0,0.0,0,0.0,146,61,41.54794520547945,0,0.0,0,0.0,146,835,391.35616438356163,3935895,611784.6369863014,662,661.972602739726,146,285,34.00684931506849,0,0.0,0,0.0,1,18,30
