nThreads,exec_time_ms
1,9010.0
1,8983.0
7,1836.0
7,1465.0
8,1286.0
4,2391.0
8,1295.0
1,9411.0
5,2380.0
5,2059.0
3,3159.0
4,2593.0
6,1709.0
6,1682.0
1,9326.0
5,2039.0
2,5124.0
